oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_NA,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Other,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Disaster_Care_Site,disp_Invalid_Blank,disp_Prison_Jail,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_Blood_Forming,DX_Circulatory,DX_Digestive,DX_Endocrine,DX_Genitourinary,DX_Infections,DX_Injury_Poisoning,DX_Mental_Illness,DX_Muscoloskeletal,DX_Neoplasms,DX_Nervous_Sense,DX_No_Group_Assigned,DX_Pregnancy,DX_Residual,DX_Respiratory,DX_Skin,DX_Symptoms,DX_Congenital,DX_Perinatal,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Male_Reproductive_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Urinary_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Nose_Mouth_Pharynx,PR_Obstetrical,PR_No_Group_Assigned,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days,teach_rural,,,,,,,,,,,,,,,,,,,,
106430705,430705,REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,225 N JACKSON AVE,SAN JOSE,95116,Investor - Corporation,200-299,District 15,District 27,Berryessa/East San Jose/Milpitas East,Urban,16382,,,,,,8303,8064,15,167,1179,1417,1526,2240,2734,2785,3536,798,,,,6116,622,362,30,137,2,9113,,5733,10349,300,,,1835,14547,,762,13371,,299,789,1161,15261,1121,,,45,898,1,,1010,,13381,258,,789,,,476,510,624,1689,384,,28,124,45,9886,2583,1,,3,,,29,,5079,6597,150,1285,2629,308,75,257,2,232,3283,1754,868,842,2074,2132,429,338,331,489,11,894,20,1159,265,455,8,798,1756,1614,1631,50,386,40,971,239,8496,229,100,17,3,16,24,58,752,,15632,4,577,150,18,1,81801,NA,,,,,,,,,,,,,,,,,,,,
106430763,430763,EL CAMINO HEALTH,Santa Clara,2500 GRANT RD,MOUNTAIN VIEW,94040,Non-profit Corporation (incl. Church-related),300-499,District 13,District 24,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,23172,,552,835,,,14814,9745,,165,1571,4188,1500,2014,2779,3153,4626,4559,4,,22,8251,534,482,93,3516,24,11637,,2460,21758,341,,45,12628,11885,1,5534,6379,1,8229,4415,1,23283,1276,,5,19,1020,4,358,438,41,17366,881,12,4410,4,1,255,256,398,2947,412,,61,288,106,17234,2585,1,15,,,,1,,1825,8460,101,2502,11574,,97,,,178,2778,1730,753,760,1370,1622,1310,1403,1237,398,20,4633,28,1151,282,315,43,4548,1834,1802,1805,242,359,844,1896,304,10062,376,439,8,15,,67,83,4423,,23919,59,350,226,4,1,103718,NA,,,,,,,,,,,,,,,,,,,,
106430779,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Santa Clara,2425 SAMARITAN DR,SAN JOSE,95124,Investor - Corporation,300-499,District 15,District 28,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,20036,,338,767,,2,12921,8212,10,335,1347,3476,1254,1662,2123,2868,3793,3940,345,,5,5288,459,638,59,2959,75,11659,1,2639,18221,283,,,9307,11836,,7072,10259,,215,3595,2,19841,1300,2,,60,5702,,,1514,,10106,166,,3579,1,15,261,228,562,2022,414,,59,394,71,14856,2255,,9,7,,1,4,194,1573,7281,365,576,10571,432,67,80,4,235,2871,1587,630,583,1177,1393,1057,959,718,474,18,3883,27,1086,180,467,30,3768,1506,2111,1657,186,304,755,1379,336,9000,348,97,5,8,4,72,92,3283,,20714,7,108,274,40,,96087,NA,,,,,,,,,,,,,,,,,,,,
106430837,430837,O'CONNOR HOSPITAL,Santa Clara,2105 FOREST AVE,SAN JOSE,95128,City or County,300-499,District 10,District 28,San Jose Northwest,Urban,8409,27,,,,,4676,3759,1,135,670,856,681,996,1218,1260,1675,901,44,,11,1887,354,47,34,2532,83,3488,,1411,1957,5067,1,73,2573,5790,,1118,2389,,4092,837,,8376,60,,1,16,318,2,12,164,1,6710,372,3,835,2,,102,173,195,577,167,2,4,25,40,5832,1298,,,16,,,5,40,2591,3198,86,334,1734,409,44,,,76,1464,897,386,289,1001,553,198,464,224,197,16,914,5,630,177,69,8,868,824,877,773,56,172,8,630,128,3848,184,82,,5,,15,8,826,,8009,,316,95,16,,40842,NA,,,,,,,,,,,,,,,,,,,,
106430883,430883,SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,751 S BASCOM AVE,SAN JOSE,95128,City or County,500+,District 15,District 28,San Jose Northwest,Urban,22659,,848,524,,,12202,11827,2,982,2763,3027,2429,3693,3784,1861,1330,3332,830,,82,4570,1464,90,223,12667,67,4868,,10468,13187,376,,1072,9735,13224,,5522,11846,4,2172,2958,1529,23890,141,,,572,3384,376,300,1683,6,14507,245,,2933,20,5,320,564,352,499,187,16,85,228,155,19323,2062,1,3,107,,,129,1108,14432,1895,1774,,3033,960,147,682,,209,2980,2022,1031,759,1954,3007,1305,456,1150,986,23,3188,59,1068,425,264,51,3094,1557,3573,1877,412,838,54,1219,423,10398,334,268,16,48,27,120,155,2712,,22742,1,1176,112,,,140485,Teaching,,,,,,,,,,,,,,,,,,,,
106430905,430905,STANFORD HEALTH CARE,Santa Clara,300 PASTEUR DR,PALO ALTO,94305,Non-profit Corporation (incl. Church-related),200-299,District 13,District 24,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,24282,,,589,,1,12329,12540,3,273,1672,2289,2667,4171,5561,4753,3486,,,,75,3459,1298,257,372,5380,321,13706,4,4338,20173,356,5,254,12449,12168,1,9374,12957,,2106,,435,23501,1367,4,20,37,666,3,63,2034,2,21661,373,13,,,,585,,567,4309,482,20,68,429,2,15542,2844,,17,,,,7,,3732,11712,232,681,7714,690,111,,,343,3975,2266,873,693,1557,3792,1263,2114,4675,1151,23,109,137,1042,213,329,317,,3106,2959,3201,285,743,120,3494,1161,6959,1020,619,70,198,35,684,205,13,,23348,48,494,968,14,,146174,Teaching,,,,,,,,,,,,,,,,,,,,
106431506,431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,Santa Clara,250 HOSPITAL PKWY,SAN JOSE,95119,Non-profit Corporation (incl. Church-related),200-299,District 17,District 29,New Almaden/San Jose Southwest,Urban,14477,,,,,,8267,6210,,123,1339,2019,864,1377,1983,2076,2029,2667,,,70,2734,488,112,115,4404,111,6443,,4548,9762,167,,138,7779,6560,,2068,1032,3,8772,2602,,13071,1406,,1,56,314,,1,564,46,10815,78,,2596,4,2,419,78,298,2012,188,6,17,43,3,10350,1048,,,12,,,3,,842,5015,17,,8425,151,27,,,95,1897,1341,324,334,1573,896,168,1095,362,169,4,2716,23,578,155,74,13,2660,935,3354,1424,39,276,612,1209,429,3071,187,294,4,11,2,22,76,2532,,14367,,83,25,1,1,46090,NA,,,,,,,,,,,,,,,,,,,,
106434032,434032,SAN JOSE BEHAVIORAL HEALTH,Santa Clara,455 SILICON VALLEY BLVD,SAN JOSE,95138,Non-profit Corporation (incl. Church-related),50-99,District 17,District 27,Evergreen/San Jose East Central,Urban,,,,2864,,,1392,1472,,909,672,476,332,281,142,45,7,,,,37,171,166,9,,301,79,2101,,638,2157,69,,1646,1218,,,48,79,3,2734,,,2864,,,,1129,13,2,,1646,12,57,5,,,,,48,308,,,,,13,68,,2262,116,12,,20,,1,16,,314,651,496,,1399,4,,,,,,,,,,,2863,,,,,1,,,,,,,,57,,,,,,,2807,,,,,,,,,,2303,3,529,15,14,,26208,NA,,,,,,,,,,,,,,,,,,,,
106434040,434040,LUCILE PACKARD CHILDREN'S HOSPITAL STANFORD,Santa Clara,725 WELCH RD,PALO ALTO,94304,Non-profit Corporation (incl. Church-related),300-499,District 13,District 24,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,17805,,,,,,10992,6813,,3214,1593,3170,383,12,5,,,6137,3291,,45,4171,412,405,292,6322,123,6035,,6380,11276,149,,3451,14354,,,4261,6814,,2313,4417,,17776,29,,2,25,989,2,,4487,5,7875,3,,4414,3,,178,21,114,1,23,1,40,21,448,16890,54,,,9,,,5,,4812,3,3021,9,9925,35,,,,213,304,836,514,245,230,823,436,316,710,705,4,4856,181,1106,79,193,1110,4944,1025,2009,829,58,110,702,550,515,6661,213,129,59,17,27,101,452,4348,,17163,11,,618,12,1,101320,NA,,,,,,,,,,,,,,,,,,,,
106434051,434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,Santa Clara,3777 S BASCOM AVE,CAMPBELL,95008,Investor - Limited Liability Company,1-49,District 15,District 28,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,13,22,,,,,16,19,,15,1,,,,,,,4,15,,,5,3,18,,4,,5,,9,26,,,,35,,,35,,,,,,33,2,,,,,,3,32,,,,,,,,19,,2,1,,,,,,4,9,,,,,,,,33,,,,2,,,,,,2,1,4,,,4,,,,11,,,,4,1,,6,2,,21,,,,,,,,14,,,,,,,,,35,,,,,,5545,NA,,,,,,,,,,,,,,,,,,,,
106434138,434138,ST. LOUISE REGIONAL HOSPITAL,Santa Clara,9400 N NAME UNO,GILROY,95020,City or County,50-99,District 17,District 30,Gilroy/Morgan Hill/Rucker/San Martin,Rural,2869,,,,,,1592,1277,,61,244,273,235,302,438,443,558,295,20,,3,101,46,8,3,688,4,2016,,1333,1527,9,,2,537,2330,,157,2314,1,123,274,,2740,128,1,,,284,,1,1,2,2303,4,,272,2,,97,73,59,137,57,,8,26,17,2008,371,3,,11,,,2,21,957,1176,44,68,556,38,7,2,,24,429,415,120,131,389,178,80,21,27,60,1,295,4,281,94,28,,292,150,373,287,11,42,19,107,11,1566,14,10,1,,,4,1,273,,2734,,99,31,5,,9937,NA,,,,,,,,,,,,,,,,,,,,
106434153,434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,Santa Clara,700 LAWRENCE EXPY,SANTA CLARA,95051,Non-profit Corporation (incl. Church-related),300-499,District 10,District 25,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,23125,,,,,,13422,9703,,451,1634,3870,1144,1809,2572,2752,3277,5076,539,1,76,7608,748,349,314,4231,169,9630,,4459,18226,440,,851,13923,8351,,3544,1033,2,13839,4707,,20671,2454,,,105,427,,2,1879,110,15487,407,1,4696,9,2,331,72,497,4440,283,3,27,51,1,15772,1641,,2,4,,1,,,842,7312,70,5,14684,194,18,,,118,3702,1460,511,448,2033,1102,176,546,1335,288,5,5005,62,1003,181,171,144,4835,2718,5669,1498,126,299,949,1034,199,4658,542,450,9,50,4,112,189,4619,,23031,,46,44,1,3,88984,NA,,,,,,,,,,,,,,,,,,,,
106434218,434218,KAISER PERMANENTE P.H.F - SANTA CLARA,Santa Clara,3598 Homestead Rd,Santa Clara,95051,Non-profit Corporation (incl. Church-related),1-49,District 10,District 25,Santa Clara South and West,Urban,,,,1121,,,630,491,,91,371,220,170,135,96,32,6,,,,5,194,91,26,8,192,28,577,,209,856,56,,775,341,5,,24,3,,1094,,,1120,1,,,32,81,,,983,11,14,,,,,,30,55,,1,,,9,,1,1025,,,,,,,,,15,158,,1,905,42,,,,,,,2,,,,1115,,,,,3,,,1,,,,,16,,,,,,,1105,,,,,,,,,,1084,,30,7,,,7768,NA,,,,,,,,,,,,,,,,,,,,
106434220,434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SAN JOSE,Santa Clara,1425 Fruitdale Ave,San Jose,95128,Investor - Corporation,1-49,District 15,District 28,San Jose Northwest,Urban,,,,255,,,118,137,,6,121,63,39,20,6,,,,,,1,50,25,7,5,80,,87,,75,180,,,255,,,,,,,255,,,255,,,,,,,,255,,,,,,,,20,18,,,,,,,,209,3,,,3,,,2,44,211,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,239,,11,,5,,3715,NA,,,,,,,,,,,,,,,,,,,,
106440755,440755,DOMINICAN HOSPITAL,Santa Cruz,1555 SOQUEL DR,SANTA CRUZ,95065,Non-profit Corporation (incl. Church-related),200-299,District 17,District 29,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,10837,,457,,,,5811,5483,,131,660,1048,821,1265,2071,2116,2180,924,78,,7,186,188,,,890,61,9962,,2291,8457,546,,20,3453,7815,6,1894,5254,,3335,805,6,10332,962,,2,64,623,38,355,280,,8825,302,,800,4,1,205,298,270,1761,236,,96,378,61,6553,1369,19,19,11,,,18,,2807,5698,130,,2524,104,25,6,,85,1988,1149,407,478,1380,1083,476,597,337,448,8,910,12,702,201,144,18,871,1237,2350,947,51,267,28,902,195,4011,216,181,4,9,1,45,50,800,,10529,7,665,88,5,,53348,NA,,,,,,,,,,,,,,,,,,,,
106444012,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Santa Cruz,2900 CHANTICLEER AVE,SANTA CRUZ,95065,Non-profit Corporation (incl. Church-related),1-49,District 17,District 29,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,2038,,,,,,1486,552,,11,247,554,85,51,113,78,25,874,,,11,51,12,87,33,323,40,1481,,670,1320,48,,,2038,,,1024,,,165,849,,2037,1,,,,57,,1,2,,1126,3,,848,,1,20,,,178,,,,,,1813,25,,2,,,,,,354,178,20,,1443,42,1,,,,,29,1,11,1,22,,194,41,,,861,1,,1,1,1,874,3,87,51,8,18,3,209,1,775,,7,,1,,9,25,841,,2031,1,1,,5,,5061,NA,,,,,,,,,,,,,,,,,,,,
106444013,444013,WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,75 NEILSON ST,WATSONVILLE,95076,Investor - Corporation,100-149,District 17,District 30,Freedom/Watsonville,Urban,4118,,,,,,2524,1594,,140,585,519,272,326,434,415,573,778,76,,2,28,24,1,20,2,3,4038,,2641,1475,2,,4,1791,2323,,1080,2308,,23,706,1,3870,248,,,,7,,,3,,3334,68,,706,,,113,53,59,384,47,,13,19,,3026,398,,5,,,,1,,2172,1266,6,,650,20,3,,1,32,337,475,160,160,404,180,99,48,53,73,3,931,3,310,76,25,,749,216,535,353,46,71,6,141,31,1735,37,85,1,,,1,2,858,,3988,,108,9,13,,14423,NA,,,,,,,,,,,,,,,,,,,,
106444029,444029,TELECARE SANTA CRUZ PHF,Santa Cruz,2250 Soquel Ave,Santa Cruz,95062,Investor - Corporation,1-49,District 17,District 29,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,,,,462,,,179,283,,17,105,119,80,68,56,16,1,,,,2,5,28,,2,111,7,307,,91,356,15,,,462,,,,,,462,,,462,,,,4,1,10,,26,2,418,1,,,,,17,24,,,1,,,,121,289,5,,,,,,5,,308,92,1,13,15,33,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,462,,,,,,,,,,271,,189,2,,,5299,NA,,,,,,,,,,,,,,,,,,,,
106450936,450936,MAYERS MEMORIAL HOSPITAL,Shasta,43563 CA-299 E,Fall River Mills,96028,District,100-149,District 1,District 1,Burney/Cassel/Fall River Mills/Hat Creek/McArthur,Frontier,220,136,,,,,189,167,,4,7,8,10,37,68,95,124,2,1,,11,,1,,,5,,339,,5,350,,1,,135,221,,50,28,,276,1,1,287,69,,1,27,4,,48,3,1,270,1,,1,,,14,6,55,,1,,,1,1,196,79,,,3,,,,,46,245,35,3,25,,1,,1,3,39,27,27,28,16,31,40,14,11,7,,2,2,62,5,40,,2,4,85,1,,1,,5,,247,1,12,,,,,,,,348,,3,5,,,31849,Small/Rural,,,,,,,,,,,,,,,,,,,,
106450940,450940,SHASTA REGIONAL MEDICAL CENTER,Shasta,1100 Butte St,Redding,96001,Investor - Limited Liability Company,200-299,District 1,District 1,Redding,Urban,6554,,,372,,4,3428,3502,,44,288,389,489,1072,1568,1638,1442,,,,177,85,75,146,13,173,60,6198,3,201,6521,208,,89,1266,5575,,1088,5735,,107,,,6265,665,,,21,,38,6,629,7,5917,312,,,,,230,227,188,1122,68,20,38,3,39,3999,953,,,1,,6,36,,1484,4691,14,40,571,71,57,2,,47,1540,801,242,452,965,672,554,558,113,180,5,5,2,587,170,37,,,689,1899,700,11,146,10,788,37,2417,143,80,,,,10,,,,6383,4,453,80,10,,33270,NA,,,,,,,,,,,,,,,,,,,,
106450949,450949,MERCY MEDICAL CENTER - REDDING,Shasta,2175 ROSALINE AVE,REDDING,96001,Non-profit Corporation (incl. Church-related),200-299,District 1,District 1,Redding,Urban,15542,,,,,,8432,7110,,297,1466,1418,834,1693,2782,2627,2131,2089,205,,163,214,227,94,18,861,399,13566,,695,14614,233,,393,6148,8996,5,2969,3649,1,6394,1886,643,12751,2790,1,1,11,434,4,57,1169,,11570,410,,1872,8,6,480,227,571,1815,237,,20,97,31,10292,1750,1,2,5,,,14,5,4757,6814,716,3,2951,208,88,,,126,2340,1220,472,537,1388,1804,278,1073,483,429,9,2039,11,1027,213,95,9,1989,1544,2443,1235,73,350,111,1732,250,5321,304,231,8,8,3,34,53,1842,,14934,2,413,164,10,19,66406,NA,,,,,,,,,,,,,,,,,,,,
106454012,454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,Shasta,2801 EUREKA WAY,REDDING,96001,Investor - Limited Liability Company,50-99,District 1,District 1,Redding,Urban,543,361,,,,,407,497,,3,19,40,52,115,262,254,159,,,,8,2,4,9,2,20,7,852,,20,874,10,,903,1,,,904,,,,,,860,44,,,,,,,904,,,,,,,,129,36,46,260,9,,,1,1,237,180,,,5,,,,,221,638,7,,35,,3,,,2,79,33,53,66,38,202,2,65,1,6,,2,2,256,32,65,,,171,202,3,1,129,1,12,,380,5,,,,,,,,,844,,46,13,1,,27528,NA,,,,,,,,,,,,,,,,,,,,
106454013,454013,PATIENTS' HOSPITAL OF REDDING,Shasta,2900 EUREKA WAY,REDDING,96001,Investor - Partnership,1-49,District 1,District 1,Redding,Urban,188,,,,,,110,78,,1,7,14,23,24,54,55,10,,,,6,2,2,3,,2,9,164,,11,160,17,,,188,,,181,,,7,,,187,1,,,,,,,,,187,1,,,,,,,,2,,,,,,185,1,,,,,,,1,3,78,,,55,29,22,,,,,2,,11,1,5,,121,15,3,,,27,,,3,,,,1,1,25,15,,36,104,,,,,,4,1,1,,,183,,,5,,,379,NA,,,,,,,,,,,,,,,,,,,,
106454068,454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,Shasta,2750 Eureka Way,Redding,96001,Investor - Corporation,1-49,District 1,District 1,Redding,Urban,,,,477,,,249,228,,18,168,141,73,56,19,2,,,,,14,3,12,2,,5,11,430,,51,413,13,,477,,,,,,,477,,,477,,,,,,,,477,,,,,,,,2,2,,,,,1,,27,413,27,,,,,,5,,,,477,,,,,,,,,,,,,,477,,,,,,,,,,,,,,,,,,,,477,,,,,,,,,,433,,30,13,1,,5112,NA,,,,,,,,,,,,,,,,,,,,
106470871,470871,MERCY MEDICAL CENTER MT. SHASTA,Siskiyou,914 Pine St,Mount Shasta,96067,Non-profit Corporation (incl. Church-related),1-49,District 1,District 1,Carrick/Edgewood/Mount Shasta/Weed,Rural,1121,22,,,,,640,503,,22,107,88,54,116,199,230,171,149,7,,5,20,19,2,,106,4,987,,59,1049,35,,,480,663,,275,297,,375,131,65,950,193,,4,1,185,,21,13,,767,21,,130,1,,41,9,27,49,28,,1,,,860,127,1,,,,,,,351,553,24,,179,20,16,,,6,92,120,45,38,60,135,25,131,18,8,,134,,149,28,14,1,139,10,93,101,10,24,,188,25,550,18,2,,,1,,,121,,1088,2,23,28,,2,3307,Small/Rural,,,,,,,,,,,,,,,,,,,,
106474007,474007,FAIRCHILD MEDICAL CENTER,Siskiyou,444 Bruce St,Yreka,96097,Non-profit Corporation (incl. Church-related),1-49,District 1,District 1,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,1439,3,,,,,823,619,,18,158,123,96,163,226,224,220,200,14,,60,21,14,19,1,40,96,1191,,91,1274,77,,,506,936,,296,364,3,584,191,4,1374,68,,,8,88,,,,3,1150,2,,191,,,70,27,22,5,30,,3,9,,1178,91,,,7,,,,,516,618,49,,236,18,5,,,6,162,125,63,44,82,126,44,95,19,19,3,201,8,200,37,16,1,191,33,80,77,24,26,10,157,,838,9,,,,,,5,183,,1381,1,21,38,1,,4719,Small/Rural,,,,,,,,,,,,,,,,,,,,
106480989,480989,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,Solano,975 Sereno Dr,Vallejo,94589,Non-profit Corporation (incl. Church-related),200-299,District 3,District 14,Vallejo,Urban,10142,,1177,,,,6371,4948,,100,997,1308,620,1135,1723,1837,1734,1863,,2,48,1851,1751,217,116,2320,49,4967,,1890,9408,21,,214,5614,5491,,1723,931,,6955,1710,,10025,1294,,,49,256,,101,1673,6,7305,218,1,1705,3,2,329,81,274,2420,215,11,14,66,1,7187,709,,,6,,,6,,1191,4658,22,,5170,272,6,,,98,2229,1000,274,290,1554,596,144,105,251,370,7,1799,17,492,101,128,4,1860,780,3693,979,55,203,425,344,64,2698,180,201,2,7,2,29,12,1645,,11186,,98,34,1,,55535,NA,,,,,,,,,,,,,,,,,,,,
106481015,481015,ADVENTIST HEALTH VALLEJO,Solano,525 OREGON ST,VALLEJO,94590,Non-profit Corporation (incl. Church-related),50-99,District 3,District 14,Vallejo,Urban,,,,2081,,,1124,956,1,703,366,315,270,215,135,35,5,,37,,23,101,250,15,8,392,6,1285,1,336,1740,5,,1872,209,,,,1,,2079,,1,2072,9,,,,2,,2,1937,,140,,,,,,7,45,,1,,,18,33,88,1849,7,,,21,,4,8,20,332,652,7,,1065,4,1,,,,,,,,,,2078,,,1,,2,,,,,,,,52,,,1,,,,2028,,,,,,,,,,1910,,162,7,2,,19864,NA,,,,,,,,,,,,,,,,,,,,
106481094,481094,SUTTER SOLANO MEDICAL CENTER,Solano,300 Hospital Dr,Vallejo,94589,Non-profit Corporation (incl. Church-related),100-149,District 3,District 14,Vallejo,Urban,4855,,,,,,2758,2097,,55,429,423,371,698,1020,801,572,486,,,15,303,1232,194,528,807,40,1736,,1093,3694,68,,14,1670,3171,,977,2151,3,1238,486,,4629,226,,4,16,66,4,1,44,1,4021,212,,485,1,,195,97,123,952,107,,14,9,28,2672,649,5,,3,,,1,,1842,2140,50,6,666,119,32,,,58,590,484,194,154,853,373,82,328,138,79,4,537,8,358,78,49,2,486,292,594,457,35,134,115,521,15,1988,147,51,1,3,,14,3,485,,4657,,151,21,26,,19366,NA,,,,,,,,,,,,,,,,,,,,
106481357,481357,NORTHBAY MEDICAL CENTER,Solano,1200 B GALE WILSON BLVD,FAIRFIELD,94533,Non-profit Corporation (incl. Church-related),150-199,District 3,District 11,Fairfield,Urban,10955,,,,,,6215,4740,,136,992,1149,837,1409,1807,1565,1863,1194,3,,36,921,1787,126,196,461,53,7375,,2352,8525,78,,18,3036,7901,,1156,439,,7852,1125,383,9772,1183,,,11,13,108,,250,,9088,360,,1122,3,,297,226,316,2502,131,1,11,49,7,6082,1195,,16,7,,,115,10,4178,4667,361,16,1478,210,35,,,136,1755,1070,383,591,1150,1116,164,406,249,279,5,1183,12,933,258,74,4,1187,1006,1015,848,34,259,259,747,170,5034,186,240,3,7,,30,10,1107,,10512,6,321,101,15,,50374,NA,,,,,,,,,,,,,,,,,,,,
106484044,484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,Solano,1 QUALITY DRIVE,VACAVILLE,95688,Non-profit Corporation (incl. Church-related),100-149,District 3,District 11,Vacaville,Urban,7722,,,,,,4497,3225,,77,829,1026,403,722,1053,1170,1048,1392,1,1,57,633,829,257,76,1497,193,4180,,1334,6262,126,,189,3667,3866,,720,667,5,4627,1376,327,6952,770,,1,45,182,4,,444,18,5527,125,,1371,5,,419,47,221,771,99,3,13,71,,5330,737,,,6,,,5,,716,2927,11,,3913,136,19,,,49,779,590,174,229,975,850,84,402,183,125,3,1414,20,309,82,56,6,1392,217,1724,585,26,166,341,796,300,1891,112,169,1,15,1,10,34,1334,,7666,2,30,24,,,27698,NA,,,,,,,,,,,,,,,,,,,,
106484062,484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,Solano,2201 Tuolumne St,Vallejo,94589,Investor - Corporation,1-49,District 3,District 14,Vallejo,Urban,,,,531,,,209,322,,18,183,169,84,58,16,2,,1,,,6,26,145,13,5,132,5,199,,122,399,10,,2,529,,,,2,,529,,,531,,,,3,,7,,3,,518,,,,,,4,3,,,,1,2,,148,364,1,,,,,,8,66,410,55,,,,,,,,,,,,,,,531,,,,,,,,,,,,,,,,,,,,531,,,,,,,,,,425,,106,,,,5001,NA,,,,,,,,,,,,,,,,,,,,
106490964,490964,HEALDSBURG DISTRICT HOSPITAL,Sonoma,1375 UNIVERSITY ST,HEALDSBURG,95448,District,1-49,District 2,District 2,Geyserville/Healdsburg,Rural,652,93,,,,,389,356,,1,15,34,48,111,161,139,236,,,,8,1,6,,,115,,615,,132,601,12,,1,224,520,,212,397,,136,,,563,182,,,,210,,,7,1,527,,,,,,41,16,17,29,13,,1,8,,446,164,1,,8,,1,,,146,500,7,,73,8,11,,,5,83,77,39,44,70,75,29,127,3,17,,,,118,37,21,,,16,98,40,1,13,,139,1,428,4,1,,,,,,,4,723,,18,4,,,2488,Small/Rural,,,,,,,,,,,,,,,,,,,,
106491001,491001,PETALUMA VALLEY HOSPITAL,Sonoma,400 N McDowell Blvd,Petaluma,94954,Non-profit Corporation (incl. Church-related),50-99,District 3,District 10,Petaluma,Urban,2941,,,,,,1728,1213,,44,249,371,182,295,413,432,547,408,,,4,66,38,4,5,60,7,2757,,693,2203,45,,139,1025,1777,,223,1798,7,511,402,,2561,380,,,13,13,,9,153,,2289,62,,402,,,163,70,69,313,41,,9,26,8,1816,425,,,1,,,,,1163,1255,51,,441,18,5,8,,18,342,285,132,138,304,213,108,128,37,62,2,425,6,230,81,21,,409,108,630,175,22,66,,227,23,1255,20,12,1,,,1,1,400,,2779,1,132,29,,,11693,NA,,,,,,,,,,,,,,,,,,,,
