oshpd_id9,OSHPD_ID,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_NA,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_HospiceFacility,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Other,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Disaster_Care_Site,disp_Invalid_Blank,disp_Prison_Jail,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_Blood_Forming,DX_Circulatory,DX_Digestive,DX_Endocrine,DX_Genitourinary,DX_Infections,DX_Injury_Poisoning,DX_Mental_Illness,DX_Muscoloskeletal,DX_Neoplasms,DX_Nervous_Sense,DX_No_Group_Assigned,DX_Pregnancy,DX_Residual,DX_Respiratory,DX_Skin,DX_Symptoms,DX_Congenital,DX_Perinatal,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_Integumentary_System,PR_Male_Reproductive_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Urinary_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Hemic_Lymph_System,PR_Nose_Mouth_Pharynx,PR_Obstetrical,PR_No_Group_Assigned,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days,teach_rural,,,,,,,,,,,,,,,,,,,,
106040802,040802,ORCHARD HOSPITAL,Butte,240 Spruce St,Gridley,95948,Non-profit Corporation (incl. Church-related),100-149,District 4,District 3,Biggs/East Biggs/Gridley,Rural,366,171,,,,,319,218,,2,17,16,35,57,108,98,204,,,,2,2,4,,2,9,1,517,,89,448,,,,208,329,,198,13,,326,,,100,437,,1,7,5,,152,51,,300,17,4,,,,15,22,40,33,3,,1,4,7,225,173,7,,7,,,,,112,388,,,34,3,,,,3,65,57,55,33,35,62,31,14,7,20,,,2,97,23,33,,,4,14,3,,6,,7,,503,,,,,,,,,,526,,9,2,,,3093,Small/Rural,,,,,,,,,,,,,,,,,,,,
106040937,040937,OROVILLE HOSPITAL,Butte,2767 OLIVE HWY,OROVILLE,95966,Non-profit Corporation (incl. Church-related),100-149,District 4,District 3,Oroville/Palermo/Thermalito,Rural,14309,,,,,,7704,6605,,246,953,1312,1430,2466,3001,2163,2086,564,88,,441,528,468,120,,927,32,11793,,923,13282,104,,,2007,12302,,983,3,,12840,483,,13726,583,,25,8,,9,,12,1,13699,72,,480,3,,254,942,165,393,37,,25,1,58,11099,1271,,,,,,64,4,5682,6799,219,,1331,221,46,7,,47,2182,1350,464,736,3791,1765,335,516,266,656,23,578,32,464,139,442,5,518,465,898,1374,174,369,177,716,70,8990,215,297,8,7,2,22,37,488,,13866,2,353,88,,,49383,NA,,,,,,,,,,,,,,,,,,,,
106040962,040962,ENLOE MEDICAL CENTER- ESPLANADE,Butte,1531 Esplanade,Chico,95926,Non-profit Corporation (incl. Church-related),200-299,District 4,District 3,Chapmantown/Chico,Urban,21354,39,512,572,,,12510,9967,,318,1881,2184,1502,2443,3886,4114,3751,2227,171,,274,434,341,126,35,3164,134,17969,,2882,19232,363,,37,7863,14577,,4055,14126,3,1838,2054,401,20194,2283,,2,56,321,,476,544,9,18902,113,,2047,7,,401,,504,2839,222,,53,460,101,15646,2246,,,,,,5,,5558,10646,65,1,5746,374,87,,,144,3464,2470,965,1068,1723,2307,881,1293,523,535,17,2185,23,1948,391,387,11,2142,1585,1335,2556,66,490,150,1992,314,10840,582,329,7,6,7,68,147,2003,,21734,5,597,128,13,,92314,NA,,,,,,,,,,,,,,,,,,,,
106044006,044006,BUTTE COUNTY MENTAL HEALTH SERVICES,Butte,592 Rio Lindo Ave,Chico,95926,City or County,1-49,District 4,District 3,Chapmantown/Chico,Urban,,,,267,,,128,139,,6,62,72,45,43,34,5,,,,,13,2,12,4,2,29,3,202,,42,216,9,,98,169,,,,31,,236,,,267,,,,5,108,37,,84,,27,6,,,,,,1,,,,,,,18,201,1,1,,15,,,30,,203,43,,,1,20,,,,,,,,,,,265,,,,,,2,,,,,,,,,,,,,,267,,,,,,,,,,263,,2,2,,,4815,NA,,,,,,,,,,,,,,,,,,,,
106050932,050932,MARK TWAIN MEDICAL CENTER,Calaveras,768 Mountain Ranch Rd,San Andreas,95249,Non-profit Corporation (incl. Church-related),1-49,District 8,District 5,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,Rural,893,12,,,,,488,417,,9,18,28,49,137,216,228,220,,,,6,6,,,4,29,,860,,34,869,2,,,78,827,,77,828,,,,,801,104,,,,,,12,,,891,2,,,,,79,12,25,170,9,,7,8,1,411,176,,,6,,,1,,178,587,19,,105,8,7,1,,5,121,85,43,38,125,106,42,95,17,10,1,,4,161,37,15,,,72,112,39,3,11,,138,5,507,4,12,,1,,1,,,,895,,6,3,1,,3015,Small/Rural,,,,,,,,,,,,,,,,,,,,
106060870,060870,COLUSA MEDICAL CENTER,Colusa,199 E Webster St,Colusa,95932,Investor - Limited Liability Company,1-49,District 4,District 3,Colusa,Rural,900,130,,,,,561,469,,2,34,58,88,194,221,208,225,,,,11,9,19,22,,1,12,956,,257,773,,,227,139,664,,2,197,,831,,,860,168,2,,,3,,61,293,,636,37,,,,,81,46,24,36,5,,1,1,,656,180,,,,,,,,311,594,,14,72,35,4,,,12,180,85,72,82,169,35,21,9,1,38,,4,1,145,49,127,,,3,962,2,,8,,3,,49,1,2,,,,,,,,1011,,8,9,2,,5977,Small/Rural,,,,,,,,,,,,,,,,,,,,
106070924,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,Contra Costa,2500 ALHAMBRA AVE,MARTINEZ,94553,City or County,150-199,District 3,District 14,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,7929,,,474,,,5120,3283,,152,1359,1375,743,1000,998,504,337,1935,,,26,931,1187,139,95,3673,43,2309,,3605,4521,277,,32,4276,4095,,513,1492,4,4516,1878,,8075,328,,,,117,83,418,48,,5783,76,,1873,5,,252,5,59,15,31,,62,,307,7407,156,,13,,,,96,,6201,1397,31,,334,438,2,,,64,734,685,321,245,296,277,782,90,220,137,3,1964,34,347,176,93,1,1934,71,2317,612,144,185,13,238,59,2701,44,25,4,17,2,35,86,1850,,7840,,539,18,6,,48903,NA,,,,,,,,,,,,,,,,,,,,
106070934,070934,SUTTER DELTA MEDICAL CENTER,Contra Costa,3901 LONE TREE WAY,ANTIOCH,94509,Non-profit Corporation (incl. Church-related),100-149,District 7,District 11,Brentwood Central and West/Oakley,Urban,8468,,,,,,4685,3783,,98,647,821,785,1240,1525,1313,1191,780,68,,23,417,1808,235,299,1639,33,4014,,2159,6265,44,,31,1718,6719,,414,4090,,3234,730,,8202,266,,3,16,171,,3,92,1,7199,253,,727,3,,309,272,151,1351,135,,7,24,72,5194,944,2,2,1,,,4,,3032,3385,128,11,1693,206,13,,,119,1883,918,400,368,1029,442,212,143,116,213,6,790,10,794,147,124,,754,982,1087,741,37,119,49,298,46,4090,177,82,3,2,1,12,17,725,,8179,3,236,35,15,,32602,NA,,,,,,,,,,,,,,,,,,,,
106070988,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Contra Costa,1601 Ygnacio Valley Rd,Walnut Creek,94598,Non-profit Corporation (incl. Church-related),500+,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,21746,,583,,,,13064,9265,,522,1270,2717,1414,2047,3036,3670,4218,3039,396,,40,2147,1331,590,157,2047,842,15175,,3072,18350,907,,394,9935,12000,,5763,11536,45,1136,2802,1047,20923,1406,,5,3,369,2,49,1974,33,15970,1122,,2787,9,6,619,157,553,6095,306,4,84,326,5,11159,2971,,35,1,,,14,,2976,9171,386,24,9035,547,190,,,150,2532,1869,650,726,1333,3270,272,1922,1202,575,9,2951,17,1391,273,240,50,2897,1094,610,1967,293,488,583,2982,617,9882,579,187,23,26,13,110,127,2748,,21858,5,277,185,4,,109392,NA,,,,,,,,,,,,,,,,,,,,
106070990,070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,Contra Costa,1425 S MAIN ST,WALNUT CREEK,94596,Non-profit Corporation (incl. Church-related),200-299,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,14338,,,,,,8763,5575,,169,1006,2533,638,848,1367,1772,2575,3313,116,1,38,2458,712,218,60,1842,374,8636,,1773,12074,491,,182,7523,6633,,968,1249,6,8966,3149,,12646,1692,,1,350,404,,,578,17,9410,429,,3144,3,2,335,41,293,1702,260,6,22,64,3,10157,1442,1,,11,,,1,,603,5076,12,1,8516,123,7,,,66,1606,1098,274,337,1836,856,145,124,373,160,4,3339,27,566,153,110,11,3253,1078,3468,1212,108,228,757,533,87,3118,220,302,9,9,8,28,67,3106,,14287,,21,20,1,9,52930,NA,,,,,,,,,,,,,,,,,,,,
106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Contra Costa,2540 EAST ST,CONCORD,94520,Non-profit Corporation (incl. Church-related),200-299,District 7,District 14,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,11831,,,,,,5796,6035,,45,349,618,872,1926,2870,2766,2385,,,,46,968,1386,115,159,1100,143,7914,,1854,9885,92,,71,2680,9080,,1887,9089,2,853,,,11366,465,,7,19,435,5,3,614,4,10317,425,2,,,,312,223,333,3473,158,1,61,48,3,5402,1803,,,12,,,2,,2320,6508,320,1,2352,299,31,,,131,2888,1477,835,816,1132,1061,301,956,532,283,18,20,14,1039,219,77,32,,2320,401,1378,52,230,58,1281,102,5074,420,407,6,5,1,61,35,,,11333,3,421,71,3,,54976,NA,,,,,,,,,,,,,,,,,,,,
106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,6001 Norris Canyon Rd,San Ramon,94583,Investor - Corporation,100-149,District 7,District 16,Alamo/Danville/Diablo/San Ramon,Urban,5049,,1,,,,2810,2240,,33,161,499,339,520,709,1055,1261,460,13,,8,623,172,4,50,677,23,3492,1,256,4740,53,1,425,1654,2971,,806,1379,,2423,442,,4556,482,12,5,74,38,,4,427,,4037,23,,440,1,1,82,36,83,873,78,,12,21,36,3122,703,,3,,,,1,,215,1849,38,119,2705,7,112,5,,47,806,570,190,225,431,424,87,483,138,122,5,469,8,431,102,55,1,456,390,882,541,20,75,23,560,80,1786,121,125,,1,1,8,4,433,,4985,,8,54,,3,18768,NA,,,,,,,,,,,,,,,,,,,,
106074039,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,2740 GRANT ST,CONCORD,94520,Non-profit Corporation (incl. Church-related),50-99,District 7,District 14,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,,,,2289,228,,1528,989,,1206,437,247,181,235,112,33,3,,63,,4,177,269,40,11,462,246,1308,,473,1934,110,,2120,397,,,16,2278,,223,,,2517,,,,,2,,,2134,,381,,,,,,16,218,,1,,3,4,,,2275,,,,,,,,,728,234,364,1,1162,27,1,,,,,,,,,,2517,,,,,,,,,,,,,,,,,,,,2517,,,,,,,,,,2384,,116,17,,,15411,NA,,,,,,,,,,,,,,,,,,,,
106074097,074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,Contra Costa,4501 SAND CREEK ROAD,ANTIOCH,94531,Non-profit Corporation (incl. Church-related),150-199,District 7,District 11,Brentwood Central and West/Oakley,Urban,9135,,,,,,5531,3604,,71,1014,1265,538,845,1212,1260,1053,1877,,,26,874,1300,112,75,2009,136,4603,,1867,7137,131,,126,4933,4076,,1103,671,2,5533,1826,,8442,693,,,33,71,,,381,8,6788,28,,1823,2,1,323,66,157,1826,145,,10,19,1,6024,560,,,4,,,,,1033,3136,8,,4848,106,4,,,62,979,789,166,204,1118,482,105,714,136,67,3,1921,19,356,85,51,2,1876,321,2106,781,49,130,513,922,40,2159,108,149,3,1,1,12,22,1818,,9076,,43,14,,2,25746,NA,,,,,,,,,,,,,,,,,,,,
106084001,084001,SUTTER COAST HOSPITAL,Del Norte,800 E WASHINGTON BLVD,CRESCENT CITY,95531,Non-profit Corporation (incl. Church-related),1-49,District 2,District 2,Crescent City/Gasquet/Klamath/Smith River,Rural,2490,,222,,,,1471,1241,,39,234,197,147,331,455,531,489,268,21,,110,39,10,77,6,86,18,2366,,187,2487,38,,2,831,1879,,424,1095,1,911,252,29,2449,263,,,2,37,12,151,78,,2096,84,,250,2,,143,65,56,384,24,,5,126,14,1715,169,4,1,3,,,3,,687,1400,230,,324,66,5,,,34,361,278,95,75,528,272,53,58,34,77,6,255,6,230,40,49,,261,46,353,204,17,46,43,164,11,1535,28,10,,,1,3,3,248,,1959,2,41,704,6,,10185,Small/Rural,,,,,,,,,,,,,,,,,,,,
106090793,090793,BARTON MEMORIAL HOSPITAL,El Dorado,2170 South Ave,South Lake Tahoe,96150,Non-profit Corporation (incl. Church-related),100-149,District 1,District 5,South Lake Tahoe,Rural,2295,23,,,,,1262,1056,,31,213,320,135,277,459,276,227,330,50,,17,69,21,15,6,30,85,2075,,347,1952,19,,,984,1334,,625,1243,,52,300,98,2287,31,,,1,466,2,21,10,6,1506,5,1,300,,,72,23,28,277,17,3,13,7,,1776,101,,1,,,,,,607,739,86,1,759,100,26,,,10,142,272,55,73,97,315,94,254,29,34,2,309,3,260,41,17,,311,17,157,162,11,64,34,396,30,1101,37,6,,,,6,3,294,,1832,11,44,431,,,7602,Small/Rural,,,,,,,,,,,,,,,,,,,,
106090933,090933,MARSHALL MEDICAL CENTER,El Dorado,1100 Marshall Way,Placerville,95667,Non-profit Corporation (incl. Church-related),100-149,District 1,District 5,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,5368,315,,,,,3202,2481,,41,332,432,272,656,1079,1094,1321,454,2,,27,30,33,41,1,412,67,5070,2,339,5255,88,1,2,1500,4179,2,1117,2856,,1153,441,116,5130,553,,,16,760,3,,292,61,4041,69,,440,,1,240,43,112,687,151,,10,8,10,3563,794,34,1,10,,,20,6,1476,2650,112,10,1371,37,14,,7,34,848,677,185,315,530,533,195,408,142,99,7,464,6,574,112,96,5,453,261,1141,481,7,92,15,531,43,2335,97,230,2,6,,12,5,425,,5514,1,124,44,,,22577,Small/Rural,,,,,,,,,,,,,,,,,,,,
106094002,094002,TELECARE EL DORADO COUNTY P.H.F.,El Dorado,935B SPRING ST,PLACERVILLE,95667,Investor - Corporation,1-49,District 1,District 5,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,,,,415,,,204,211,,15,127,124,71,66,11,1,,,,,1,1,11,,1,32,7,362,,29,368,18,,1,414,,,,,,415,,,415,,,,,4,,,410,1,,,,,,,2,30,,,,,,,2,380,,,,,,,1,45,365,,,5,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,377,,29,8,,1,4455,NA,,,,,,,,,,,,,,,,,,,,
106100005,100005,CLOVIS COMMUNITY MEDICAL CENTER,Fresno,2755 Herndon Ave,Clovis,93611,Non-profit Corporation (incl. Church-related),200-299,District 8,District 23,Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,Rural,20356,,,,,,12993,7363,,199,2880,3141,1235,1661,2156,2189,2063,4832,,,223,1733,818,81,55,704,42,16700,,7424,12854,78,,4,11333,9017,2,1860,9060,2,4612,4820,2,19722,634,,2,8,15,3,,15,4,15296,189,4,4811,7,2,404,181,383,2086,275,4,12,347,64,15308,1287,,3,1,,,1,,6465,5629,346,,7632,233,51,,,135,1728,1633,861,789,1342,1058,212,566,638,188,20,5125,27,860,220,121,1,4832,964,1016,1791,243,352,49,1215,124,9199,294,195,4,14,1,99,38,4758,,20265,5,47,38,1,,78498,NA,,,,,,,,,,,,,,,,,,,,
106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Fresno,2823 Fresno St,Fresno,93721,Non-profit Corporation (incl. Church-related),500+,District 14,District 31,Fresno West Central,Urban,38091,306,767,3401,,,22189,20373,3,1178,5725,5512,4681,6365,6583,4456,3005,4574,486,,283,2794,3954,406,74,1991,54,33009,,20534,21912,119,,807,18939,22819,,6193,20142,83,9191,4079,2877,41447,1118,,6,803,263,264,1332,3354,9,31886,554,15,4058,21,,640,1369,1111,4968,469,77,132,852,132,29035,3349,,14,37,,,380,106,21632,12077,2055,,5569,903,223,,,250,5999,3052,2390,1177,2798,5507,4336,1117,1654,1248,41,5242,91,2080,724,499,74,4286,4035,4663,4230,384,1237,82,2442,1033,18628,983,336,23,58,31,240,124,4036,,40298,11,2061,153,42,,272172,Teaching,,,,,,,,,,,,,,,,,,,,
106100797,100797,ADVENTIST HEALTH REEDLEY,Fresno,372 W CYPRESS AVE,REEDLEY,93654,Non-profit Corporation (incl. Church-related),1-49,District 14,District 31,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,Rural,2938,5,,,,,2173,770,,121,701,457,100,67,81,98,126,1192,,,,16,9,2,,88,44,2784,,2491,410,42,,3,2529,411,,394,180,,1199,1170,,2868,75,,,1,37,,1,15,,1702,17,,1169,1,,104,13,8,25,7,,,,,2689,85,1,8,2,,,1,,2279,253,3,,358,49,1,,,2,109,26,52,68,59,23,11,7,11,12,,1256,2,86,21,6,,1192,4,1196,1,37,10,,4,,472,3,3,,,,,1,1212,,2941,,,1,1,,6395,Small/Rural,,,,,,,,,,,,,,,,,,,,
106100899,100899,ST. AGNES MEDICAL CENTER,Fresno,1303 E Herndon Ave,Fresno,93720,Non-profit Corporation (incl. Church-related),300-499,District 8,District 23,Fresno North Central,Urban,27698,,,,,,16525,11173,,326,3075,2849,2051,3183,4260,3901,4174,3879,,,147,1966,1881,48,31,1764,281,21580,,11158,16471,69,,22,8422,19254,,3633,19269,1,917,3878,,25151,2547,,7,46,3279,,1,152,1,20101,233,,3864,14,,233,480,639,3777,426,,25,434,128,19053,2121,,379,1,,,2,,10971,11348,155,4,4753,217,250,,,161,4313,2818,1343,1332,2198,1696,421,1307,809,472,24,4234,42,1963,470,200,16,3879,2566,2533,2666,307,549,83,2171,204,11817,422,370,3,20,8,108,39,3832,,27233,6,330,120,9,,117652,NA,,,,,,,,,,,,,,,,,,,,
106104023,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Fresno,7173 N Sharon Ave,Fresno,93720,Investor - Limited Liability Company,50-99,District 8,District 23,Fresno Northwest,Urban,1469,,,,,,795,674,,2,14,29,61,126,300,466,471,,,,4,71,53,,1,3,5,1331,1,153,1158,156,2,1469,,,,1468,,,1,,,1421,48,,,,,,,1469,,,,,,,,157,1,,499,5,,,,5,621,181,,,,,,,,144,1079,,35,181,,30,,,,306,11,4,7,,337,1,108,15,379,,,,17,,284,,,54,25,2,,,,,,1388,,,,,,,,,,1464,,,5,,,17921,NA,,,,,,,,,,,,,,,,,,,,
106104047,104047,FRESNO SURGICAL HOSPITAL,Fresno,6125 N FRESNO ST,FRESNO,93710,Investor - Individual,1-49,District 8,District 23,Fresno North Central,Urban,1785,,,,,,1017,768,,,8,36,93,341,618,561,128,,,,12,43,45,3,4,28,,1650,,319,1466,,,,1784,1,,1779,,1,5,,,1781,4,,,,,,,1,,1784,,,,,,21,3,,19,,,,27,,1668,47,,,,,,,,35,975,17,,608,4,146,,,,,1,,26,,130,,1616,8,1,,1,,,,2,,,,,,3,11,9,1716,25,1,,17,,,,3,,,,1782,,,3,,,3000,NA,,,,,,,,,,,,,,,,,,,,
106104062,104062,KAISER FOUNDATION HOSPITAL - FRESNO,Fresno,7300 N FRESNO ST,FRESNO,93720,Non-profit Corporation (incl. Church-related),150-199,District 8,District 23,Fresno North Central,Urban,9898,,,,,,6093,3805,,43,935,1150,543,841,1324,1638,1778,1646,,,65,843,605,114,18,3182,55,5016,,3299,6571,28,,73,4219,5606,,955,669,,6681,1593,,8844,1054,,,58,277,,,247,3,7549,171,,1588,1,4,219,42,255,1665,245,4,17,21,3,6690,723,,3,4,,6,1,,171,4397,,1,5220,89,19,,1,84,1363,892,507,355,1236,633,94,351,200,141,6,1655,32,525,80,99,3,1642,517,2620,1063,16,123,134,610,137,2548,212,291,4,9,4,26,6,1578,,9854,,21,20,,3,32927,NA,,,,,,,,,,,,,,,,,,,,
106104089,104089,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,Fresno,4411 E Kings Canyon Rd,Fresno,93702,Investor - Corporation,1-49,District 14,District 31,Fresno East Central,Urban,,,,133,,,34,99,,3,29,50,25,16,9,1,,,,,4,6,27,3,,34,3,56,,50,80,3,,21,112,,,,,,133,,,133,,,,104,,7,,21,,1,,,,,,9,2,,,,,,,,102,,,,10,,,10,10,123,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,110,,21,1,,1,2749,NA,,,,,,,,,,,,,,,,,,,,
106105125,105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,Fresno,4411 E Kings Canyon Rd,Fresno,93702,Investor - Corporation,1-49,District 14,District 31,Fresno East Central,Urban,,,,781,,,492,289,,781,,,,,,,,,,,1,4,69,13,1,445,3,245,,418,345,18,,,780,,1,1,777,,3,,,781,,,,352,,,,,,429,,,,,,2,,,,,,,,,779,,,,,,,,,626,,,,155,,,,,,,,,,,,781,,,,,,,,,,,,,779,,,,,,,2,,,,,,,,,,781,,,,,,4698,NA,,,,,,,,,,,,,,,,,,,,
106110889,110889,GLENN MEDICAL CENTER,Glenn,1133 W SYCAMORE ST,WILLOWS,95988,Non-profit Corporation (incl. Church-related),1-49,District 4,District 3,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,122,212,,,,,188,146,,2,5,11,9,33,69,93,112,,,,8,,4,,2,17,2,301,,21,313,,,3,214,117,,216,117,,1,,,280,54,,,1,1,,38,179,,113,2,,,,,22,13,22,,,,,1,,199,77,,,,,,,,34,277,,,23,,,,,4,23,31,14,20,4,38,2,21,3,11,,,1,54,23,85,,,,3,2,,1,,2,1,324,1,,,,,,,,,326,,5,3,,,6841,Small/Rural,,,,,,,,,,,,,,,,,,,,
106121002,121002,MAD RIVER COMMUNITY HOSPITAL,Humboldt,3800 JANES RD,ARCATA,95521,Investor - Corporation,50-99,District 2,District 2,Arcata/Eureka,Rural,2514,,,,,,1624,890,,51,378,387,128,176,251,248,229,641,25,,358,31,39,65,8,100,,1913,,242,2227,45,,,723,1791,,739,1129,,31,615,,2328,186,,,14,,2,,,25,1858,,,612,3,,92,61,41,102,24,,1,42,14,2021,104,1,4,,,1,6,3,1167,695,50,1,572,13,13,,,9,135,223,54,55,175,200,51,35,46,23,4,637,,172,58,13,1,623,29,122,172,27,53,,167,7,1321,19,1,,,,1,20,575,,2416,,58,31,,9,8822,NA,,,,,,,,,,,,,,,,,,,,
106121031,121031,JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,733 CEDAR ST,GARBERVILLE,95542,District,1-49,District 2,District 2,Garberville/Redway,Frontier,55,29,,,,,37,47,,,1,5,4,14,27,15,18,,,,,,1,,,6,,77,,3,80,1,,7,20,57,,23,40,,21,,,55,29,,,,6,,,13,,60,5,,,,,10,3,7,,,,,,,45,19,,,,,,,,23,56,,,4,1,,,,,13,2,5,5,11,5,3,2,2,5,,,,21,10,,,,2,,,,3,,2,,77,,,,,,,,,,75,,8,1,,,4752,Small/Rural,,,,,,,,,,,,,,,,,,,,
106121051,121051,REDWOOD MEMORIAL HOSPITAL,Humboldt,3300 RENNER DR,FORTUNA,95540,Investor - Limited Liability Company,1-49,District 2,District 2,Ferndale/Fortuna/Rio Dell/Scotia,Rural,1408,13,,,,,882,539,,33,161,170,70,107,225,175,207,253,20,,27,6,7,,2,173,31,1175,,136,1176,109,,29,610,782,,75,784,1,317,244,,1262,159,,,3,14,,21,36,,1102,1,,240,4,,107,21,26,106,20,,3,5,3,1050,80,,,,,,,,583,525,23,,263,22,3,2,,8,103,146,54,49,187,51,35,34,26,26,,275,2,120,38,23,,244,57,316,106,11,30,1,31,9,578,14,,,2,,1,11,254,,1381,1,31,8,,,4936,Small/Rural,,,,,,,,,,,,,,,,,,,,
106121080,121080,ST. JOSEPH HOSPITAL - EUREKA,Humboldt,2700 DOLBEER ST,EUREKA,95501,Investor - Limited Liability Company,100-149,District 2,District 2,Arcata/Eureka,Rural,7344,,241,,,,3794,3791,,80,497,591,563,994,1691,1396,1191,546,36,,358,160,109,13,21,471,319,6134,,223,7209,153,,334,2247,5004,,1044,5165,31,767,490,88,6790,795,,,136,9,26,198,608,4,6015,99,,480,5,5,288,219,228,726,201,,27,224,62,5049,535,,5,4,,,17,,2255,3876,185,,1160,58,33,18,,51,1374,640,284,412,725,981,261,462,238,173,6,532,5,574,200,150,5,512,793,1423,560,44,194,20,793,108,2801,168,118,5,1,,23,37,497,,6993,3,506,81,2,,38763,NA,,,,,,,,,,,,,,,,,,,,
106124004,124004,SEMPERVIRENS P.H.F.,Humboldt,720 WOOD ST,EUREKA,95501,City or County,1-49,District 2,District 2,Arcata/Eureka,Rural,,,,658,,,281,377,,31,194,187,103,77,64,2,,,,,44,,17,69,,26,,502,,43,550,65,,23,635,,,,651,,7,,,657,1,,,,,181,,34,1,442,,,,,,14,24,,,,,2,,73,535,,1,,2,,,7,13,376,176,2,,52,39,,,,,,,,,,,654,,,2,,,1,,,1,,,,658,,,,,,,,,,,,,,,,,503,,152,3,,,5004,NA,,,,,,,,,,,,,,,,,,,,
106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,Imperial,1415 ROSS AVE,EL CENTRO,92243,City or County,150-199,District 40,District 56,El Centro/Heber/Holtville/Imperial/Seeley,Rural,6460,,,,,,3642,2818,,131,694,655,351,549,1009,885,1035,1065,86,,10,37,92,158,1,3842,42,2278,,5623,807,30,,,2228,4232,,1250,4213,,18,979,,6199,261,,1,,631,,,1,,4847,1,,977,1,1,321,123,148,986,78,,2,21,8,4250,430,11,44,,,,38,1,2395,2626,59,,860,504,11,3,1,48,745,869,266,372,763,181,71,171,106,91,3,1027,3,586,137,24,1,996,365,116,740,21,84,17,230,66,3663,83,105,2,2,,10,4,952,,6158,73,90,110,,29,24484,NA,,,,,,,,,,,,,,,,,,,,
