oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Self_Pay_or_Uninsured,Payer_Other_Government,Payer_Private_Health_Insurance,Payer_Medicare,Payer_All_Other_Payers,Payer_MediCal,Payer_Other_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,
106410782,410782,SAN MATEO,SAN MATEO MEDICAL CENTER,222 WEST 39TH AVENUE,SAN MATEO,94403,City or County,Small/Rural,150-199,District 13,District 21,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,2143,128,131,,,,1418,984,,,18,197,284,332,453,477,391,250,,1186,1132,84,11,228,44,106,1260,108,645,,1920,53,33,22,99,199,6,,69,1,,,2122,,280,,24761,2026,116,260,,,,1338,114,10,313,84,62,115,32,257,,,30,44,,2,1,,82,2320,,77,84,83,686,24,1448,,239,65,15,220,252,78,4,6,270,184,412,129,81,147,,,1,32,151,106,10,498,,86,333,2,2,1,23,6,120,140,14,21,18,42,1059,37,24,185,,6,2187,,,
106410806,410806,SAN MATEO,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 11,District 19,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,6162,,,,,,3156,3006,,,17,124,284,387,581,1066,1507,2196,,1154,4899,109,18,2141,123,407,2240,89,1098,46,5658,119,301,63,13,2,2,,,4,,,5323,164,675,,26526,644,5096,422,,,,2677,235,48,723,1,,68,224,1956,,,198,1,,11,20,,1430,4732,,71,,1674,4109,,298,10,1500,257,54,316,66,164,9,12,1073,570,905,122,200,322,,,,145,417,25,5,984,,287,828,7,2,1,20,17,140,385,36,18,174,236,2814,213,2,64,,23,6073,,,
106410817,410817,SAN MATEO,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,94015,Investor - Limited Liability Company,Small/Rural,200-299,District 11,District 19,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,2191,199,280,,,,1393,1277,,,,48,127,169,278,545,709,791,3,383,2268,19,,1122,,226,1192,51,79,,2165,7,415,42,8,31,1,,,1,,,2047,245,378,,48747,2097,117,454,,,2,1161,170,,549,1,1,92,122,418,,,75,8,,,73,,95,2575,,15,25,794,871,19,946,,442,68,20,142,325,97,4,4,457,268,283,56,73,154,,,1,46,225,4,1,455,,320,235,,1,,1,1,85,146,10,1,30,8,1341,36,4,78,,16,2572,,,
106410828,410828,SAN MATEO,AHMC SETON MEDICAL CENTER COASTSIDE,600 MARINE BOULEVARD,MOSS BEACH,94038,Investor - Limited Liability Company,Small/Rural,100-149,District 13,District 23,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,,70,,,,,22,48,,,,,,,,21,20,14,15,15,55,,,,,,48,22,,,8,32,5,25,,,,,,,,,,,70,,12768,1,,69,,,,,,,70,,,,,,,,,,,,,,15,55,,,,,13,,56,1,,,,3,8,26,,,18,4,2,2,2,,,,,1,4,,,,,,,,,,,,,,,,,,70,,,,,,70,,,
106410852,410852,SAN MATEO,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,94010,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 13,District 21,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,14019,,1395,,,,6778,8636,,1519,590,673,1773,941,1194,2032,2776,3916,,2344,12597,473,32,3371,1272,475,8362,378,1210,314,13015,27,599,217,85,8,1,4,1,2,1455,,9070,259,6085,,67422,3281,8177,2498,1455,,3,9671,284,101,1850,120,5,157,376,2447,,1,357,34,6,5,,,1670,13744,,271,122,5630,7538,29,1824,,2168,473,141,458,1623,350,11,25,2706,506,1316,148,622,531,1512,1516,14,194,1030,69,1,1590,1410,1808,1348,12,12,2,550,49,206,947,170,33,209,173,6637,258,6,354,90,283,14681,,,
106410891,410891,SAN MATEO,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,Non-profit Corporation (incl. Church-related),Small/Rural,150-199,District 13,District 21,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,5527,,,,,,2241,3285,1,1137,11,161,984,289,268,592,861,1224,,477,5031,19,,1354,47,98,3085,103,840,,2272,2088,21,2,5,,,,,2,1137,,2950,4,2573,,19331,1805,1655,930,1137,,,3989,31,21,518,13,,20,75,738,,26,61,5,3,27,,,246,5281,,38,17,2905,2207,16,332,12,415,109,36,146,33,81,2,8,870,161,319,32,429,190,1154,1137,11,34,341,19,,459,1099,619,244,3,,,282,7,60,552,87,30,61,86,1910,28,4,36,,53,5434,,,
106414139,414139,SAN MATEO,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BLVD.,REDWOOD CITY,94063,Non-profit Corporation (incl. Church-related),Small/Rural,150-199,District 13,District 21,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,9604,,,,,,3812,5789,3,2086,32,570,1912,605,708,1059,1251,1381,,2081,6823,700,39,2632,151,471,3867,393,1946,105,6272,53,1105,82,25,,,,8,15,2044,,2838,817,5949,,29215,1063,4949,1546,2044,,2,6228,445,74,495,1,5,47,226,1855,,,216,8,,,4,,898,8706,,114,,5748,3066,11,663,2,743,627,19,136,61,563,5,2,1417,215,472,65,245,167,2117,2084,30,89,515,32,,810,2027,819,467,9,79,,489,18,93,329,1121,20,78,147,2966,132,2,70,,20,9512,,,
106420483,420483,SANTA BARBARA,GOLETA VALLEY COTTAGE HOSPITAL,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 21,District 37,Goleta South/Isla Vista/Santa Barbara South,Urban,1131,,,,,,505,626,,,14,53,51,60,98,191,295,369,,209,909,13,,26,,12,968,22,103,,992,32,55,22,23,1,2,,2,2,,,676,22,433,,2855,686,31,412,,2,,401,52,71,252,2,3,10,3,325,,,11,1,,,,,84,1047,,20,12,209,755,19,116,,111,8,4,36,16,15,1,,40,79,68,39,323,77,,,,20,293,1,,188,,11,12,1,,,7,1,43,527,2,2,8,18,235,76,,50,2,33,1046,,,
106420491,420491,SANTA BARBARA,LOMPOC VALLEY MEDICAL CENTER,1515 E. OCEAN AVENUE,LOMPOC,93436,District,Small/Rural,50-99,District 21,District 37,Lompoc/Mission Hills/Vandenberg,Rural,2423,214,,,,,1118,1519,,316,27,207,239,196,290,413,424,525,,978,1586,73,,82,,129,1381,46,974,25,2319,14,3,2,1,,,,8,,290,,1566,,1071,,19213,1512,299,536,290,,,1338,157,4,469,4,78,66,65,428,,,18,2,,3,2,3,348,2289,,34,138,368,1247,,845,5,249,65,24,137,44,67,1,2,212,190,309,59,159,191,297,296,3,57,237,36,2,679,287,66,294,5,5,1,68,4,37,216,13,11,38,8,874,31,,46,1,8,2582,,,
106420493,420493,SANTA BARBARA,MARIAN REGIONAL MEDICAL CENTER,1400 EAST CHURCH STREET,SANTA MARIA,93454,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 21,District 37,Orcutt/Santa Maria,Urban,15735,691,,,,,6504,9920,2,3570,471,2230,2041,1011,1054,1667,1983,2398,1,9623,6587,216,71,380,34,215,13019,444,2215,48,10171,1720,922,74,5,396,1,,13,,3124,,7851,331,8244,,82567,6394,4464,2105,3124,339,,10773,300,262,1358,8,19,151,388,2877,,14,225,35,,16,,,1623,14803,,185,566,2193,5195,151,8136,,1625,318,109,786,193,259,8,10,1484,751,1222,156,387,599,3480,3207,12,214,1453,153,,4483,3104,1021,1249,8,2,5,183,44,261,858,211,18,168,259,4370,182,21,318,,51,16036,,,
106420514,420514,SANTA BARBARA,SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO STREET,SANTA BARBARA,93105,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 21,District 37,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,19063,,844,,684,,9635,10951,5,2636,571,1247,2080,1250,1670,2836,4048,4252,1,6076,13523,992,107,424,30,330,15056,704,3524,416,13005,497,3295,1341,364,7,54,4,21,179,1824,,11938,1046,7583,24,96166,12588,940,5225,1824,13,1,13609,182,640,2193,36,25,185,398,2882,,8,400,32,1,,,,878,19713,,140,289,5833,9510,110,4709,,1834,1060,159,677,1051,649,21,29,3023,1034,2345,201,913,769,1929,1874,62,351,2075,530,5,3583,1819,2009,2337,8,44,4,550,96,466,1191,464,49,484,284,5754,1449,13,783,1,245,19549,,,
106420522,420522,SANTA BARBARA,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,SOLVANG,93463,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 21,District 37,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,161,,,,,,63,98,,,,,,,,16,48,84,13,25,135,1,,,,,145,16,,,154,1,,5,1,,,,,,,,155,,6,,476,155,3,3,,,,83,12,8,26,1,,,2,25,,,4,,,,,,36,125,,,,15,132,,12,2,20,2,1,5,3,2,,,13,45,9,8,8,23,,,,1,21,,,50,,2,3,,,,,,2,1,,,2,,79,22,,4,,2,155,,,
106424002,424002,SANTA BARBARA,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,City or County,Small/Rural,1-49,District 21,District 37,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,,,277,,,,163,114,,,,52,94,68,35,18,,,10,116,117,44,,,,21,166,55,35,,,,213,,13,,,,51,,,,,261,16,,5332,261,16,,,,,82,,,8,125,36,19,,,,,,,,7,,,,277,,15,,,35,,213,14,,,,,276,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,277,,,91,,2,184,,,
106430705,430705,SANTA CLARA,REGIONAL MEDICAL CENTER OF SAN JOSE,225 NORTH JACKSON AVENUE,SAN JOSE,95116,City or County,Small/Rural,200-299,District 15,District 25,Berryessa/East San Jose/Milpitas East,Urban,8077,,,,,,4393,3683,1,,52,349,546,656,1022,1366,1718,2368,,2803,5249,25,,3335,,298,4030,22,246,146,7269,445,191,169,1,,,,2,,,,7622,,455,,41012,7088,277,175,,537,,3772,313,104,1419,33,17,295,417,1276,,,425,4,,2,,,996,7081,,294,47,1087,4033,558,2058,,1741,118,50,535,192,400,8,21,1538,562,595,108,218,456,14,,1,161,1073,286,,732,1,979,449,,2,2,19,12,124,585,85,13,136,50,4761,127,7,384,,47,7639,,,
106430763,430763,SANTA CLARA,EL CAMINO HEALTH,2500 GRANT ROAD,MOUNTAIN VIEW,94040,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 13,District 23,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,24964,,1107,,499,,10734,15832,4,4822,134,1502,4733,1628,1821,2727,3730,5473,,3397,22306,867,50,9018,90,539,10972,28,5324,549,19414,694,386,884,39,377,2,,4,87,4683,,14335,76,12159,,129552,8907,8554,4426,4683,,,18257,249,289,2839,90,2,463,510,3439,,13,351,67,1,,,,2107,24463,,,204,13625,9896,287,2558,,2105,1106,149,804,1353,457,21,25,2952,1163,2149,288,924,988,5002,4817,21,273,1613,360,,2348,4756,2057,1930,11,13,1,743,95,314,1316,251,32,438,577,11280,408,1,491,,180,25898,,,
106430779,430779,SANTA CLARA,GOOD SAMARITAN HOSPITAL-SAN JOSE,2425 SAMARITAN DRIVE,SAN JOSE,95124,Investor - Corporation,Small/Rural,300-499,District 15,District 28,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,17745,,,,331,2,7582,10485,11,2601,173,757,2431,1058,1397,2256,3022,4383,,2737,14872,469,12,4555,23,363,8786,154,3554,631,10809,3794,1064,147,6,24,,8,2,,2224,,12340,,5738,,89210,12295,74,3484,2224,1,,11004,201,356,2246,105,6,358,650,2520,1,1,611,9,,8,,2,1861,16215,2,407,110,7234,7595,695,2037,,1771,497,246,703,223,649,33,29,2912,828,1884,164,625,633,2459,2369,16,366,1150,521,,1465,1394,1848,1826,3,5,4,614,51,370,1301,232,45,399,104,8273,144,13,252,5,195,17613,,,
106430837,430837,SANTA CLARA,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,95128,City or County,Small/Rural,300-499,District 15,District 26,San Jose Northwest,Urban,12609,39,,,,,6102,6543,3,1059,123,1105,1559,1374,1829,2189,1688,1722,,5761,6450,437,34,2831,65,606,5504,193,3231,184,10140,490,845,20,88,31,,1,,1,1032,,9551,705,2392,,66324,9400,1238,965,1032,1,12,8212,171,43,1834,57,51,588,244,1196,,,192,9,3,31,17,,960,11688,,788,185,1634,3601,56,6384,,1729,272,144,734,355,402,16,35,1797,767,1703,325,356,684,1204,1058,3,267,775,15,7,2913,1062,1027,1325,,1,2,99,28,290,561,93,17,223,198,4666,143,2,471,3,64,12108,,,
106430883,430883,SANTA CLARA,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,City or County,Teaching,500+,District 15,District 26,San Jose Northwest,Urban,23989,,355,,887,,12228,13001,2,4818,1167,2922,3227,2322,2835,3607,2357,1976,,13377,10927,927,60,4637,112,1174,11301,556,6878,513,16105,2797,972,99,1254,501,,,144,52,3307,,14753,640,9838,,160932,12028,2037,5398,3307,2433,28,19230,385,282,2172,142,184,571,432,1334,,6,190,126,1,83,93,,1427,23804,,1187,830,2828,4642,289,15455,,1780,857,199,1012,895,1013,108,79,2526,1246,2265,460,516,1022,3537,3435,54,485,3543,186,13,6013,3286,1255,1925,33,43,33,266,126,859,1410,413,224,389,408,8312,236,13,938,14,124,24142,,,
106430905,430905,SANTA CLARA,STANFORD HEALTH CARE,300 PASTEUR DRIVE,PALO ALTO,94305,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 13,District 23,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,35491,,480,,,,18150,17817,4,,265,1963,2945,3776,5272,7672,7970,6107,1,8187,27020,764,142,6274,550,1637,17540,776,8209,843,30956,1638,2209,955,60,82,31,12,25,3,,,21565,520,13886,,254911,21559,2683,10190,,1539,,19839,507,656,4240,29,25,,753,8979,,13,767,117,,,46,,2493,33478,,245,244,9602,18393,376,7111,,2505,5298,408,1405,1152,1802,97,52,5823,1612,4140,417,2402,1393,135,,325,475,5070,1459,1,4349,18,4404,4775,108,284,73,375,706,1046,3598,1627,363,1490,843,10668,1244,22,1070,25,1093,33761,,,
106431506,431506,SANTA CLARA,KAISER FOUNDATION HOSPITAL - SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,95119,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 15,District 28,New Almaden/San Jose Southwest,Urban,14483,,,,,,6483,7997,3,2096,93,902,1872,952,1234,1968,2414,2951,1,4714,9329,440,67,2693,104,481,6130,379,4507,122,11254,123,581,249,111,2,,,1,116,2046,,8187,209,6087,,53599,1147,9752,1533,2046,,5,10323,321,22,1211,6,3,106,406,1749,,,249,25,,13,49,,1721,12762,,129,,7119,6236,21,976,2,2594,407,118,359,191,231,5,7,1840,606,1334,165,917,408,2141,2094,9,212,811,34,,1756,2000,928,1518,5,2,3,435,39,251,808,558,90,184,309,5251,346,5,101,,24,14353,,,
106434032,434032,SANTA CLARA,SAN JOSE BEHAVIORAL HEALTH,455 SILICON VALLEY BOULEVARD,SAN JOSE,95138,Investor - Limited Liability Company,Teaching,100-149,District 15,District 25,Evergreen/San Jose East Central,Urban,,,2536,,,,1465,1070,1,,909,505,522,348,179,72,,,1,817,1573,146,,173,,173,1913,124,137,16,39,3,2474,,10,,,,,10,,,,2474,62,,27221,1434,1087,14,,,1,1983,42,246,22,,7,194,1,,,,,5,,36,,,,2536,,,,764,291,,1474,7,,,,,2535,,,,,,,,,,,,,,,,1,140,,,,,,,,,,,,,,,2396,,5,614,,7,1910,,,
106434040,434040,SANTA CLARA,LUCILE PACKARD CHILDREN'S HOSPITAL STANFORD,725 WELCH ROAD,PALO ALTO,94304,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 13,District 23,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,20230,,,,,,7793,12435,2,10972,3431,1620,3719,468,13,,,,7,8054,11581,595,75,5090,222,514,6471,732,6428,698,9099,313,5704,4,74,,,,1,1,5034,,,5011,15219,,114302,8814,2522,3860,5034,,,19360,119,19,51,461,1,38,105,,,,28,42,,6,,,31,20199,,31,3888,10511,,15,5781,4,267,479,194,760,111,779,51,34,280,1656,960,134,371,248,5525,5546,1018,384,760,665,8,2236,4947,911,958,64,36,51,788,120,131,541,390,407,214,130,7473,833,,13,19,584,19614,,,
106434051,434051,SANTA CLARA,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,3777 SOUTH BASCOM AVENUE,CAMPBELL,95008,Investor - Limited Liability Company,Teaching,1-49,District 13,District 23,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,,37,,,,,20,17,,31,,,,,,,,,6,12,22,3,,,,,11,26,,,,,37,,,,,,,,,,,,37,,4343,,,37,,,,4,12,,2,,,,1,,,18,,,,,,,2,35,,,,,,,37,,,2,,,,3,,,,8,,,,,,17,7,,,,,,,,,,,,,,,,,,,,37,,,,,4,33,,,
106434138,434138,SANTA CLARA,ST. LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,95020,City or County,Teaching,50-99,District 15,District 29,Gilroy/Morgan Hill/Rucker/San Martin,Rural,3821,,,,,,1756,2064,1,289,65,321,388,362,477,661,557,700,1,2070,1636,115,14,220,,67,2307,57,1080,76,3380,121,48,,7,2,,,,5,258,,3194,48,579,,19527,3198,53,303,258,,9,2412,121,20,494,23,1,121,80,435,,,77,3,1,25,8,,210,3611,,265,43,581,1389,43,1500,,727,53,20,219,94,142,2,9,438,262,604,90,47,214,308,267,,80,238,5,2,1063,263,148,456,1,1,,33,1,71,122,21,1,41,51,1476,72,,175,1,31,3614,,,
106434153,434153,SANTA CLARA,KAISER FOUNDATION HOSPITAL - SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 10,District 26,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,21907,,,,,,9397,12501,9,4980,381,1168,3723,1128,1532,2542,2852,3598,3,4798,16557,552,86,7403,309,724,8080,431,4620,254,15727,154,1392,315,77,,1,1,2,11,4227,,8444,610,12853,,106074,1404,13631,2638,4227,,7,14225,366,48,1469,4,,96,627,4687,,2,308,38,,,37,,2358,19549,,155,,12987,7479,12,1267,7,2461,741,141,492,155,331,25,10,3837,988,1420,207,192,508,4500,4323,132,273,786,381,4,2576,4117,3036,1435,4,18,2,892,82,307,556,192,217,582,495,6951,445,2,82,,51,21772,,,
106434218,434218,SANTA CLARA,KAISER PERMANENTE P.H.F - SANTA CLARA,3840 HOMESTEAD ROAD,SANTA CLARA,95051,Non-profit Corporation (incl. Church-related),Teaching,1-49,District 10,District 26,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,,,748,,,,353,395,,,72,241,163,102,86,62,21,,1,178,542,28,,110,,71,338,41,169,19,15,,731,,1,,,,1,,,,5,669,74,,6939,,736,12,,,,678,15,,,,,39,,,,,,3,1,11,1,,,748,,,,631,96,,12,9,,,,,747,,,,,,,,,,,,,,,,1,13,,,,,,,,,,,,,,,724,11,,29,,2,717,,,
106434220,434220,SANTA CLARA,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SAN JOSE,1425 FRUITDALE AVE,SAN JOSE,95128,Investor - Corporation,Teaching,1-49,District 15,District 26,San Jose Northwest,Urban,,,175,,,,98,77,,,,52,44,38,19,13,,,9,52,119,4,,32,,20,53,10,60,,,,175,,,,,,,,,,,175,,,4915,,175,,,,,131,24,,4,,4,7,,,,,,,,5,,,,175,,,30,,,,145,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,35,3,,,137,,,
106440755,440755,SANTA CRUZ,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,95065,Non-profit Corporation (incl. Church-related),Teaching,200-299,District 17,District 30,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,11275,,,,436,,5835,5876,,862,117,549,964,817,1141,1916,2790,2555,,2578,9039,94,28,249,20,125,7924,579,2702,84,10220,104,116,129,20,374,6,,11,1,730,,9445,11,2254,1,59306,7511,2002,1458,730,10,,6230,147,373,1601,22,11,348,317,2384,1,17,175,37,29,19,,,1030,10681,,76,172,2293,6445,18,2705,2,1805,326,90,522,362,391,11,15,1982,679,1263,260,388,610,811,768,13,247,1080,88,,2052,712,1228,987,7,11,2,55,27,210,605,133,40,207,274,4954,207,5,556,3,63,11084,,,
106444012,444012,SANTA CRUZ,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,95065,Non-profit Corporation (incl. Church-related),Teaching,1-49,District 17,District 30,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,1384,,,,,,359,1025,,615,,135,440,64,18,34,62,11,5,414,835,135,,58,15,,882,135,255,39,776,1,3,5,1,,,,,,598,,,1,1383,,3269,1,151,634,598,,,1309,16,,11,,,,,47,,,1,,,,,,,1384,,,11,1055,85,,226,7,,25,,,,,,,,,15,1,87,14,611,615,,,9,7,,52,581,3,36,,,,16,3,12,86,7,9,,12,565,2,,1,,,1383,,,
106444013,444013,SANTA CRUZ,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,95076,Non-profit Corporation (incl. Church-related),Teaching,100-149,District 17,District 29,Freedom/Watsonville,Urban,3926,,,,,,1682,2244,,825,103,467,521,268,348,433,491,470,,2646,1278,2,,49,,20,1124,4,2637,92,2857,116,29,154,1,,,,1,,768,,2290,,1636,,13357,1222,1598,338,768,,,2796,113,14,432,12,,80,56,345,,13,48,9,1,7,,,311,3615,,40,25,569,1219,,2067,6,600,46,8,194,89,87,1,5,240,170,421,57,53,137,810,794,,47,158,9,,212,769,246,299,,,1,10,,51,119,28,4,31,24,2086,46,3,109,,11,3803,,,
106444029,444029,SANTA CRUZ,TELECARE SANTA CRUZ PHF,2250 SOQUEL AVE,SANTA CRUZ,95062,Investor - Corporation,Teaching,1-49,District 17,District 30,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,,,368,,,,225,143,,,,79,102,93,54,27,,,13,102,266,,,,,16,232,9,111,,306,1,40,,13,,,,8,,,,,,368,,5238,,368,,,,,250,4,,1,60,11,40,,,,,,2,,,,,,368,,,,27,74,,260,7,,,,,365,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,368,,,155,,1,212,,,
106450936,450936,SHASTA,MAYERS MEMORIAL HOSPITAL,43563 STATE HWY. 299 E,FALL RIVER MILLS,96028,District,Small/Rural,100-149,District 1,District 1,Burney/Cassel/Fall River Mills/Hat Creek/McArthur,Frontier,200,124,,,,,157,167,,,,,,13,29,63,87,126,6,,315,9,,,,,306,18,,,221,2,23,4,4,70,,,,,,,237,,87,,27140,26,216,82,,,,158,33,,86,,,10,31,1,,,2,,1,2,,,80,244,,,,16,236,,58,14,44,2,2,17,5,27,,,25,64,17,25,17,22,,,,13,36,8,,21,,6,1,1,,,,,10,5,,,,,275,5,,6,,1,317,,,
106450940,450940,SHASTA,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE STREET,REDDING,96001,Investor - Limited Liability Company,Small/Rural,200-299,District 1,District 1,Redding,Urban,6230,,3,,,,3183,3050,,,31,161,339,464,773,1417,1536,1512,,202,6013,18,166,77,,92,5506,25,274,93,5490,,500,223,,4,,,13,3,,,5412,,821,,25615,5398,47,788,,,,3635,184,50,842,5,22,250,151,976,,,68,25,25,,,,504,5729,,40,16,518,4189,54,1416,,944,125,46,369,210,208,8,15,1608,422,907,156,291,311,,,,61,543,5,4,1951,,826,570,3,1,,15,4,85,426,31,1,114,57,2063,86,9,349,,55,5820,,,
106450949,450949,SHASTA,MERCY MEDICAL CENTER - REDDING,2175 ROSALINE AVENUE,REDDING,96001,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 1,District 1,Redding,Urban,14712,,,,,,6712,7998,2,1787,189,1140,1335,969,1358,2476,3006,2451,1,1017,13365,330,302,355,32,204,12158,484,961,216,12022,243,470,305,8,52,2,,10,1,1599,,10552,73,4049,38,69382,6168,5236,982,1599,727,,8243,347,268,2080,29,20,317,542,2555,1,1,279,18,,12,,,1720,12992,,114,881,2656,6840,56,4157,8,1935,368,112,591,296,385,11,12,2099,824,1320,173,573,603,1677,1635,5,280,1741,71,1,1755,1515,1380,1342,7,2,2,196,22,287,1274,243,46,355,300,5770,216,103,423,9,116,14061,,,
