ninedigit,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,teach_rural,OSHPD_ID,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,RaceGrp_Asian,RaceGrp_Black,RaceGrp_Native_Am,RaceGrp_Other,RaceGrp_Unknown,RaceGrp_White,RaceGrp_Invalid_Blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_NA,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,Admt_HospiceFacility,disp_Acute_Care,disp_Against_Medical_Advice,disp_CAH,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Invalid_Blank,disp_Other,disp_Disaster_Care_Site,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_All_Pregnancies,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Birth_Defects,DX_Births,DX_Perinatal_Disorders,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_General,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Skin_and_Breast_System,PR_Urinary_System,PR_Vascular_System,PR_Ear_Nose_Sinus,PR_Endocrine_System,PR_Eye,PR_Imaging,PR_Lymph_System,PR_Male_Reproductive_System,PR_Mouth_and_Throat,PR_Pregnancy,PR_New_Technologies,PR_Radiation_Oncology,PR_Nuclear_Medicine,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Medical_Misadventures,ECM_Natural_Environmental_Factor,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_W_Inanimate_Animate_Object,ECM_Med_Device_Adverse_Incident,ECM_Undetermined_Intent,ECM_NonTrans_Drowning_Subm,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days
106480989,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,SOLANO,975 SERENO DRIVE,VALLEJO,94589,Non-profit Corporation (incl. Church-related),200-299,District 3,District 14,VALLEJO,Urban,NA,480989,9958,,1201,,,,6318,4840,1,122,907,1234,672,1173,1771,1835,1712,1727,2,4,1952,1813,38,2128,53,5175,,1817,9318,24,,141,5512,5506,,1784,831,,6931,1613,,9754,1405,,,77,312,,91,1651,7192,213,10,1603,4,6,,311,58,1,291,2417,228,1,18,84,2,6982,748,,17,,1,,,1301,4667,34,,4870,280,6,,1,1680,89,225,2262,997,5,221,7,289,1449,648,76,154,371,75,575,101,206,3,1613,113,254,3781,793,31,318,303,68,2584,165,223,193,191,1,9,4,203,19,432,12,1572,1,,2,318,518,148,32,10,,,11,9405,152,501,45,16,3,,11041,1,82,33,,2,52347
106481015,ADVENTIST HEALTH VALLEJO,SOLANO,525 OREGON STREET,VALLEJO,94590,Non-profit Corporation (incl. Church-related),50-99,District 3,District 14,VALLEJO,Urban,NA,481015,,,,1980,,,1054,926,,785,376,241,189,183,133,38,5,,30,,89,219,23,427,1,1220,1,332,1634,13,1,1662,311,1,6,,3,,1977,,,1980,,,,,7,,1,1749,223,,,,,,,23,49,,,,,6,12,46,63,1758,14,1,6,2,,,52,418,527,17,,961,4,,,1,8,,,,,,,,,,,1972,,,,,,,,,,,41,,,,,,1939,,,,,,,,,,,,,,,,,21,5,6,82,7,,4,1548,229,34,41,,3,,1875,,94,10,1,,19250
106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,300 HOSPITAL DRIVE,VALLEJO,94589,Non-profit Corporation (incl. Church-related),100-149,District 3,District 14,VALLEJO,Urban,NA,481094,4561,,,,,,2633,1928,,38,391,409,326,723,899,658,624,493,,,808,1134,15,813,44,1747,,1071,3345,145,,4,1616,2941,,862,1835,3,1373,488,,4338,223,,6,16,80,2,4,33,3736,196,,488,,,,187,112,6,126,992,75,1,17,15,47,2323,652,,8,,,,,1773,1945,36,8,671,99,28,1,,528,78,147,502,460,2,160,1,146,700,339,49,311,64,14,387,80,98,2,488,5,90,605,319,22,171,461,20,1928,103,129,35,31,1,3,,23,12,115,1,492,,,,172,185,13,2,,1,1,2,3999,22,127,20,15,2,,4430,,102,21,8,,18819
106481357,NORTH BAY MEDICAL CENTER,SOLANO,1200 B. GALE WILSON BLVD.,FAIRFIELD,94533,Non-profit Corporation (incl. Church-related),100-149,District 3,District 11,FAIRFIELD,Urban,NA,481357,10571,,,,,,6099,4472,,137,1014,1050,804,1344,1764,1370,1808,1272,8,,1019,1687,43,511,51,7260,,2255,8254,62,,4,3160,7407,,1039,3157,,4868,1197,310,9488,1083,,13,12,21,77,,207,8686,357,,1188,5,4,1,273,206,,348,2140,118,61,5,43,4,6267,1087,9,9,,1,,6,3953,4488,261,,1496,321,46,,,1264,139,256,1553,983,10,349,,579,1067,973,81,372,223,30,971,294,157,5,1192,73,393,928,643,34,392,584,177,4978,175,317,210,166,,6,,55,23,289,16,1184,1,,,486,513,175,72,5,,4,8,8531,82,605,63,25,1,1,10228,4,249,74,15,1,45491
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,1 QUALITY DRIVE,VACAVILLE,95688,Non-profit Corporation (incl. Church-related),100-149,District 3,District 11,VACAVILLE,Urban,NA,484044,7218,,,,,,4268,2949,1,62,818,947,402,633,992,1079,936,1348,1,,736,867,54,1218,98,4245,,1449,5682,87,,212,3562,3444,,701,550,1,4287,1325,354,6529,689,,2,64,175,10,,448,5046,133,15,1320,2,3,,428,38,,241,811,125,8,15,88,,4865,589,,9,,1,,,694,2676,13,,3681,133,21,,,1368,48,168,754,550,,139,3,183,859,772,48,389,74,18,323,91,76,6,1327,22,50,1715,468,19,222,698,244,1543,114,142,147,47,3,14,4,71,12,358,29,1314,,1,3,191,423,223,27,5,1,2,6,5889,83,295,37,33,3,,7182,,17,18,,1,25453
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,SOLANO,2201 TUOLUMNE ST,VALLEJO,94589,Investor - Corporation,1-49,District 3,District 14,VALLEJO,Urban,NA,484062,,,,592,,,218,374,,19,213,195,96,57,11,,,,1,,38,171,7,139,4,233,,131,457,4,,1,591,,,,,,592,,,592,,,,1,,,,,590,1,,,,,,1,5,,,,,3,,,29,553,,1,,,,,47,541,4,,,,,,,,,,,,,,,,,,,592,,,,,,,,,,,,,,,,,592,,,,,,,,,,,,,,,,,,,,,,,,592,,,,,,,448,,143,1,,,4419
106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,1375 UNIVERSITY STREET,HEALDSBURG,95448,District,1-49,District 2,District 2,GEYSERVILLE/HEALDSBURG,Rural,Small/Rural,490964,650,58,,,,,395,313,,3,23,45,41,129,143,137,187,,,,5,8,8,105,12,570,,125,572,11,,,179,528,1,163,429,,116,,,554,153,1,,,166,,2,19,520,1,,,,,,23,12,,15,,4,,1,2,,483,153,,15,,,,,157,422,,,102,24,3,,,,2,4,82,84,1,32,,46,49,73,27,82,19,12,133,51,10,1,,,9,83,30,,10,82,1,358,8,12,,6,,,,109,,,,,,,,23,52,4,,,,1,,582,10,29,7,,,,679,1,18,8,,2,2894
106491001,PETALUMA VALLEY HOSPITAL,SONOMA,400 NORTH MCDOWELL BOULEVARD,PETALUMA,94954,Non-profit Corporation (incl. Church-related),50-99,District 3,District 10,PETALUMA,Urban,NA,491001,2892,,,,,,1710,1182,,27,231,330,218,299,428,430,527,402,,,87,53,3,55,17,2677,,634,2217,41,,111,1036,1745,,264,1764,8,460,396,,2493,399,,8,19,11,,8,141,2229,78,2,395,1,,,164,67,,65,335,43,,7,22,6,1772,410,,1,,,,,1089,1214,45,,514,15,9,6,,415,15,48,295,283,7,128,,144,270,213,73,120,58,9,295,88,28,1,396,6,41,545,148,18,87,176,20,1327,29,65,8,18,,,,10,1,1,1,397,,,,127,155,16,5,1,,3,7,2261,20,272,17,7,1,,2753,1,106,23,,9,10379
106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,Investor - Limited Liability Company,200-299,District 2,District 10,SANTA ROSA,Urban,NA,491064,12450,,306,,,,6220,6532,4,184,683,1005,943,1720,2449,2281,2509,770,212,,331,331,67,107,74,11846,,1673,10943,140,,1197,3801,7758,,1572,6941,,2521,609,1113,11636,1120,,14,89,91,5,124,2068,9602,149,5,606,2,1,,480,368,2,516,1271,181,18,55,265,80,7569,1899,22,30,,,,,3761,6404,243,,2079,80,157,32,,682,113,368,2156,1120,19,449,5,624,1082,2270,202,1085,321,144,957,290,170,18,608,73,664,1996,808,28,473,1749,242,4640,214,532,213,286,18,13,10,87,56,69,54,601,,3,,701,1134,530,91,35,4,20,12,8852,151,1083,95,41,4,3,11980,13,591,122,2,48,72637
106491076,SONOMA VALLEY HOSPITAL,SONOMA,347 ANDRIEUX STREET,SONOMA,95476,District,50-99,District 3,District 10,BOYES HOT SPRINGS/GLEN ELLEN/KENWOOD/SONOMA/VINEBURG,Urban,NA,491076,1249,328,,,,,953,624,,14,67,106,74,123,217,270,601,105,,,2,13,22,74,74,1392,,243,1243,91,,,772,805,,665,803,,8,101,,1368,209,,,63,30,26,273,10,1002,72,,101,,,,64,8,,70,442,37,27,1,1,6,573,347,,1,,,,,318,762,13,33,445,6,,,,105,4,11,153,122,,94,,105,231,195,18,125,23,85,144,36,21,,101,4,51,55,137,5,23,182,5,968,13,18,2,8,1,,1,,,6,,102,,,,34,194,13,1,,,1,8,1266,26,3,16,15,,,1547,,13,17,,,10373
106491338,SONOMA SPECIALTY HOSPITAL,SONOMA,501 PETALUMA AVENUE,SEBASTOPOL,95472,District,1-49,District 2,District 10,BODEGA/SEBASTOPOL,Rural,Small/Rural,491338,560,,,,,1,87,74,400,2,6,26,32,64,135,117,177,,2,,15,4,,101,2,439,,26,416,119,,23,451,87,,33,413,,44,,71,13,148,400,,,26,,,89,445,1,,,,,,18,9,,17,65,4,1,1,2,6,354,81,,3,,,,,30,225,,,47,16,1,,242,1,,1,48,26,1,21,,14,50,30,18,77,11,2,100,20,141,,,,7,24,4,,8,63,1,443,5,2,,4,,,,,,,,,,,,,18,2,,,,,1,536,3,1,,,,,537,,,8,,16,2756
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,SONOMA,401 BICENTENNIAL WAY,SANTA ROSA,95403,Non-profit Corporation (incl. Church-related),150-199,District 2,District 2,SANTA ROSA,Urban,Teaching,494019,11245,,,,,,6723,4522,,138,927,1532,575,863,1520,1775,1798,2051,63,3,487,260,150,1619,201,8528,,1890,9157,198,,34,5277,5934,,1004,567,1,7718,1955,,9790,1455,,1,92,370,2,,525,8092,205,3,1947,7,1,,328,72,5,182,921,302,1,22,23,26,8723,626,2,12,,,,,825,4589,7,,5699,99,26,,,2025,88,210,1079,1267,3,234,2,334,1334,721,150,493,154,33,666,175,239,10,1957,71,83,2542,926,25,382,757,74,3071,112,193,261,198,3,7,2,198,17,426,28,1930,,,10,315,413,72,9,11,2,5,10,9705,145,481,52,23,2,,11103,3,107,31,,1,37564
106494048,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",SONOMA,1287 FULTON ROAD,SANTA ROSA,95401,Investor - Limited Liability Company,50-99,District 2,District 10,SANTA ROSA,Urban,NA,494048,,,,2766,,,1665,1101,,1247,477,335,268,232,174,31,2,,,,124,171,49,488,46,1888,,630,2081,55,,2135,631,,,14,1408,,1344,,,2766,,,,41,1,,2,2199,522,,1,,,,,11,104,1,,,,6,,,28,2610,,,6,,,,387,834,546,28,,965,5,,,1,,1,,,,,,,,,,2763,,,,,,2,,,,,219,,,,,,2547,,,,,,,,,,,,,,,,,,,,,,,,2766,,,,,,,2476,,275,11,2,2,26093
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,30 MARK WEST SPRINGS RD.,SANTA ROSA,95403,Non-profit Corporation (incl. Church-related),50-99,District 2,District 2,SANTA ROSA,Urban,NA,494106,8198,,,,,,5078,3120,,93,857,1189,509,789,1227,1059,807,1668,,,269,173,159,1526,504,5567,,2224,5433,541,,93,4774,3330,1,2124,2128,3,2337,1606,,7847,351,,8,27,112,21,4,272,6030,117,,1603,3,,1,173,71,3,107,1263,111,4,29,16,36,5821,561,1,2,,,,,2982,2341,142,67,2421,180,61,4,,1731,44,164,799,804,5,307,,160,660,383,50,827,91,27,273,92,107,9,1609,56,349,624,778,29,219,975,70,2914,94,149,34,72,4,4,,51,16,205,39,1572,,,,240,232,22,5,,,1,4,7376,36,230,25,25,2,,7982,2,164,40,10,,30683
106500852,DOCTORS MEDICAL CENTER,STANISLAUS,1441 FLORIDA AVENUE,MODESTO,95350,Investor - Corporation,300-499,District 5,District 21,MODESTO WEST,Urban,NA,500852,25968,,,3331,24,,15711,13610,2,686,3666,3678,2801,4113,4376,3386,2489,3830,298,,815,1369,80,4942,518,21599,,10165,18540,618,,757,13992,14574,,950,10213,11,14032,3480,637,27902,1417,4,7,1543,649,101,173,2696,20162,510,1,3464,14,2,1,572,613,,673,1181,418,104,156,310,157,22477,2596,36,28,,2,,115,14536,7535,611,517,5729,179,101,,,3759,124,648,3585,2196,30,1172,5,1205,1864,2515,3536,1289,675,67,1788,471,713,22,3472,187,973,2631,1805,147,745,1878,452,14268,580,660,511,755,2,49,1,238,45,86,48,3442,6,,1,871,1058,467,155,37,6,22,22,24682,123,1609,110,151,7,3,27422,5,1709,96,41,50,139553
106500867,EMANUEL MEDICAL CENTER,STANISLAUS,825 DELBON AVENUE,TURLOCK,95382,Investor - Corporation,200-299,District 8,District 12,DENAIR/TURLOCK,Urban,NA,500867,10083,,,1,,,5793,4290,1,204,1026,932,768,1199,1613,1461,1573,1222,86,,157,254,15,1207,52,8399,,4117,5952,15,,2,2866,7216,,815,7991,10,88,1180,,10042,42,,16,29,,9,,240,8410,172,28,1176,1,3,,13,1383,,160,1445,131,11,,,26,6549,,366,,,,,,4301,3939,51,1,1630,133,25,4,,1283,90,219,1659,1242,11,467,3,377,892,485,91,289,190,31,855,226,466,6,1179,23,476,992,933,90,352,409,52,4956,46,235,56,127,1,13,,142,18,7,5,1173,,1,,147,235,26,9,,,6,8,9121,55,404,43,27,1,2,9914,,111,40,,19,36294
106500939,MEMORIAL MEDICAL CENTER - MODESTO,STANISLAUS,1700 COFFEE ROAD,MODESTO,95355,Non-profit Corporation (incl. Church-related),300-499,District 5,District 12,MODESTO EAST,Urban,NA,500939,18768,,,,,,10709,8059,,252,1696,1916,1464,2415,2908,3103,2980,1936,98,,665,743,101,4574,146,12539,,5216,13317,235,,309,6373,12086,,2365,6790,6,6649,1875,1083,17767,1001,,17,110,439,5,8,1053,14683,576,1,1874,1,,1,439,257,1,426,3713,393,2,23,278,80,11314,1833,1,8,,,,,4695,8619,234,89,4689,401,41,,,1992,174,465,2777,2017,6,1116,8,795,2428,1816,94,778,410,51,1271,268,402,11,1876,13,1017,2203,2177,92,692,1315,271,7196,343,489,307,511,4,10,3,150,37,43,40,1859,4,5,,699,956,384,106,5,1,2,13,15764,81,583,99,66,8,1,18368,17,254,89,40,,80896
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,STANISLAUS,730 17TH STREET,MODESTO,95354,Investor - Limited Liability Company,100-149,District 5,District 21,CERES/MODESTO SOUTH CENTRAL,Urban,NA,500954,908,12,,,,,369,551,,,36,84,82,200,237,185,96,,,,26,63,3,13,1,813,1,112,786,22,,,920,,,918,1,,,1,,832,87,1,,,,,,413,506,,,,1,,,146,40,,71,130,12,8,,1,2,132,378,,,,,,,336,471,5,,108,,,,,,4,16,79,41,,17,1,25,54,85,2,72,35,16,365,89,19,,,,4,782,,,1,7,,20,3,1,,,,,,102,,,,,,,,1,29,29,3,,,,1,826,1,24,5,,1,,879,,38,,3,,28530
106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,350 SOUTH OAK STREET,OAKDALE,95361,District,1-49,District 8,District 12,OAKDALE/RIVERBANK,Rural,Small/Rural,500967,801,251,,,,,609,443,,13,31,78,81,140,162,239,285,5,18,,6,12,,19,13,1002,,182,867,3,,229,174,649,,145,190,,717,,,958,94,,1,1,389,,,229,420,12,,,,,,105,27,,36,135,8,,,8,1,615,116,,,,1,,,306,626,,5,106,7,2,,,,15,14,141,146,1,65,,86,116,100,20,23,21,15,205,48,36,,,,15,274,57,5,17,14,,643,9,12,,4,,,,,,1,1,,,,,3,41,7,,,,,,983,2,14,1,1,,,1023,,21,7,1,,23952
106504038,STANISLAUS SURGICAL HOSPITAL,STANISLAUS,1421 OAKDALE ROAD,MODESTO,95355,Investor - Limited Liability Company,1-49,District 5,District 21,MODESTO EAST,Urban,NA,504038,476,,,,,,299,177,,,7,17,41,75,170,126,40,,,,7,5,2,95,8,359,,76,400,,,,476,,,476,,,,,,460,16,,,,,,,,476,,,,,,,1,,,,131,,,,6,,311,27,,,,,,,14,235,,,170,27,30,,,,,26,,,,,,37,,31,,367,,6,,8,,1,,,,,1,43,2,394,1,,,32,,,,,,1,,2,,,,,,,6,,,,,2,,462,3,2,1,,,,473,,,3,,,885
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,STANISLAUS,1303 MABLE AVE,MODESTO,95355,Investor - Limited Liability Company,50-99,District 5,District 12,MODESTO EAST,Urban,NA,504079,,,856,,,,377,479,,3,35,53,67,145,192,190,171,,,,21,38,1,17,69,710,,144,643,69,,,856,,,856,,,,,,856,,,,,25,,,798,19,9,5,,,,,75,5,,4,417,15,1,,,1,257,81,,,,,,,200,512,,,115,20,9,,,,,10,283,2,1,1,,,1,218,3,51,103,106,11,2,63,1,,,,15,,,,,,830,,,,11,,,,,,,,,,,,20,132,81,9,1,,,,594,8,,7,,4,,845,,6,5,,,12109
106504081,TELECARE STANISLAUS COUNTY PHF,STANISLAUS,1904 RICHLAND AVENUE,CERES,95307,Investor - Corporation,1-49,District 12,District 21,CERES/MODESTO SOUTH CENTRAL,Urban,NA,504081,,,,1067,,,511,553,3,59,351,303,195,138,21,,,,,,42,97,23,272,9,624,,397,655,15,,,1067,,,19,24,,1024,,,1067,,,,,,,,4,1063,,,,,,,16,1,,,,,,,,,1050,,,,,,,,1010,2,,1,54,,,,,,,,,,,,,,,,1067,,,,,,,,,,,,,,,,,1067,,,,,,,,,,,,,,,,,,,,,,,,1067,,,,,,,671,,394,2,,,4782
106514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,SUTTER,1965 LIVE OAK BOULEVARD,YUBA CITY,95991,City or County,1-49,District 4,District 3,MERIDIAN/ROBBINS/YUBA CITY,Rural,NA,514001,,,,209,,,102,107,,5,56,42,38,39,23,6,,,,,15,19,7,20,1,147,,50,159,,,203,6,,,,,,209,,,209,,,,2,,2,,202,3,,,,,,,2,,,,,,4,1,,9,179,14,,,,,,,180,,,,11,18,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,183,,25,1,,,4082
106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,SUTTER,455 PLUMAS BOULEVARD,YUBA CITY,95991,Investor - Limited Liability Company,1-49,District 4,District 3,MERIDIAN/ROBBINS/YUBA CITY,Rural,NA,514030,484,,,,,,340,144,,2,4,24,78,83,107,138,48,,,,32,9,4,71,2,366,,70,412,2,,,484,,,470,1,,13,,,483,1,,,,5,,,,479,,,,,,,4,,,,68,,,,,,375,37,,,,,,,45,251,12,1,164,3,8,,,,1,93,,52,,5,,29,,42,,247,,6,1,7,1,,,,,1,54,76,29,282,2,1,4,33,,,,,,,2,,,,,,,65,10,,1,,,,,391,9,8,,,,,483,,,1,,,1162
106514033,NORTH VALLEY BEHAVIORAL HEALTH,SUTTER,1535 PLUMAS COURT,YUBA CITY,95993,Investor - Limited Liability Company,1-49,District 4,District 3,MERIDIAN/ROBBINS/YUBA CITY,Rural,NA,514033,,,,389,,,187,202,,21,115,107,66,55,20,2,,3,,,3,20,6,59,,301,,56,333,,,154,235,,,,,,389,,,389,,,,43,11,16,,156,161,2,,,,,,1,,,,,,8,8,13,81,273,5,,,,,,,,,389,,,,,,,,,,,,,,,,,,389,,,,,,,,,,,,,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,389,,,,,,,346,,41,2,,,5660
106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,Non-profit Corporation (incl. Church-related),50-99,District 4,District 3,GERBER/LOS FLORES/PROBERTA/RED BLUFF,Rural,Small/Rural,521041,3479,,,,,,2145,1333,1,64,413,327,203,387,507,536,464,532,46,,24,17,22,440,55,2921,,502,2968,9,,4,1245,2225,5,455,362,,2142,497,23,3096,383,,4,9,13,7,,15,2852,82,,495,2,,,152,60,,45,578,32,5,22,2,6,2252,318,,7,,,,2,1334,1456,45,,601,31,6,,4,531,25,76,334,329,3,161,,180,405,276,38,90,44,3,334,93,37,1,501,18,34,456,197,84,97,201,11,1756,32,89,1,12,,,,2,2,,,502,,,3,79,207,18,8,,2,1,6,3003,18,118,18,1,,,3369,,60,37,1,12,9794
106524017,RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,TEHAMA,925 WALNUT STREET,RED BLUFF,96080,Investor - Corporation,1-49,District 4,District 3,GERBER/LOS FLORES/PROBERTA/RED BLUFF,Rural,NA,524017,,,,677,,,357,320,,248,154,123,67,64,16,1,1,2,1,,7,30,28,7,50,555,,55,585,37,,677,,,,,,,677,,,677,,,,,,,,677,,,,,,,,1,1,,,,,15,1,,44,614,1,,,,,,,,,677,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,596,,66,7,4,4,4657
106531059,TRINITY HOSPITAL,TRINITY,60  EASTER AVENUE,WEAVERVILLE,96093,District,1-49,District 2,District 2,DOUGLAS CITY/LEWISTON/TRINITY CENTER/WEAVERVILLE,Frontier,Small/Rural,531059,233,88,,,,,171,150,,,5,5,16,43,87,73,92,,,,2,3,4,10,3,299,,,319,2,,,1,320,,,33,,288,,,235,86,,,,,,4,,317,,,,,,,16,6,,11,,,,,,1,210,76,,,1,,,,13,225,,,6,41,,36,,,4,5,49,35,1,33,,28,13,16,4,5,5,,87,16,20,,,,,108,3,,3,,,206,,,,1,,,,,,,,,,,,,3,,,,,,2,315,,1,,,,,313,,2,5,1,,2083
106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,400 WEST MINERAL KING,VISALIA,93291,District,300-499,District 16,District 26,FARMERSVILLE/GOSHEN/VISALIA,Urban,NA,540734,26761,756,522,1973,,,17397,12613,2,707,4339,3718,2359,3310,4209,3855,3751,3584,180,,633,689,91,14716,224,13659,,14128,14755,1129,,,11477,18535,,4647,4188,,16813,3356,1008,28256,1756,,2,1081,3123,86,,2054,19724,551,35,3346,10,,,486,375,,795,2293,311,131,159,513,151,21809,2914,61,8,6,,,100,12539,11063,267,1,5671,221,150,,,5099,197,542,4262,2285,23,1073,5,984,2009,2475,2209,1108,697,478,1824,441,816,19,3367,99,1009,2384,1373,161,943,1504,475,15057,365,658,192,808,4,10,,141,56,53,34,4770,5,10,,771,1569,533,103,84,4,26,27,25185,283,1141,213,63,7,3,29081,17,779,113,4,18,157048
106540798,SIERRA VIEW MEDICAL CENTER,TULARE,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,District,150-199,District 14,District 26,ALPAUGH/EARLIMART/PIXLEY/PORTERVILLE/RICH GROVE/TERRA BELLA,Rural,NA,540798,7066,20,,,,,4268,2815,3,184,1066,770,429,664,844,814,681,1564,70,,164,37,141,4313,12,2419,,4216,2841,29,,9,3292,3785,,1844,7,2,3753,1480,,5150,1936,,,,129,,9,24,5350,91,3,1472,8,,,258,68,,143,449,57,2,7,8,7,5308,701,30,48,,,,,3904,2132,48,,954,45,3,,,1543,42,111,636,687,5,272,2,329,569,247,25,153,83,5,641,133,95,1,1480,27,38,2365,508,75,227,241,35,1669,55,110,223,49,2,4,,15,5,1,,1464,,,,134,213,19,4,1,,8,4,6215,81,366,25,15,1,,7046,,18,17,,5,45704
