ninedigit,FACILITY_NAME,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,teach_rural,OSHPD_ID,TOC_Acute,TOC_SN_IC,TOC_Rehab,TOC_Psych,TOC_Chem_Dep,TOC_Unknown,Sex_Female,Sex_Male,Sex_Unknown,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_01_09,Age_Unknown,RaceGrp_Asian,RaceGrp_Black,RaceGrp_Native_Am,RaceGrp_Other,RaceGrp_Unknown,RaceGrp_White,RaceGrp_Invalid_Blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Invalid,Route_Another_ER,Route_No_ER,Route_Your_ER,Route_NA,Adm_Elective,Adm_Emergency,Adm_NA,Adm_Urgent,Adm_Newborn,Adm_Trauma,DNR_No,DNR_Yes,DNR_Unknown,Admt_Amb_Surgery,Admt_Another_HCF,Admt_Clinic_Dr,Admt_Court_LE,Admt_DistinctPartXfer,Admt_Hosp_Dif,Admt_Non_HCF,Admt_SNF_ICF_ALF,Admt_NA,Admt_NB_InHosp,Admt_NB_OutHosp,Admt_NB_Illogical,Admt_HospiceFacility,disp_Acute_Care,disp_Against_Medical_Advice,disp_CAH,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_Childrens_or_Cancer,disp_Not_Defined_Elsewhere,disp_Invalid_Blank,disp_Other,disp_Disaster_Care_Site,Payer_County_Indigent_Prog,Payer_Medi_Cal,Payer_Medicare,Payer_Other_Government,Payer_Other_Payer,Payer_Priv_Coverage,Payer_Self_Pay,Payer_Workers_Comp,Payer_Other_Indigent,Payer_Unknown,DX_All_Pregnancies,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Birth_Defects,DX_Births,DX_Perinatal_Disorders,PR_Cardiovascular_System,PR_Diagnostic_Therapeutic,PR_Digestive_System,PR_Female_Reproductive_System,PR_General,PR_Musculoskeletal_System,PR_Nervous_System,PR_None,PR_Respiratory_System,PR_Skin_and_Breast_System,PR_Urinary_System,PR_Vascular_System,PR_Ear_Nose_Sinus,PR_Endocrine_System,PR_Eye,PR_Imaging,PR_Lymph_System,PR_Male_Reproductive_System,PR_Mouth_and_Throat,PR_Pregnancy,PR_New_Technologies,PR_Radiation_Oncology,PR_Nuclear_Medicine,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Medical_Misadventures,ECM_Natural_Environmental_Factor,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_W_Inanimate_Animate_Object,ECM_Med_Device_Adverse_Incident,ECM_Undetermined_Intent,ECM_NonTrans_Drowning_Subm,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,Zip_Blank_Invalid,Dsch_Days
106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,Non-profit Corporation (incl. Church-related),500+,District 7,District 16,CLAYTON/CONCORD SOUTH/WALNUT CREEK CENTRAL AND EAST,Urban,NA,070988,21970,,608,,,,13088,9490,,564,1319,2755,1415,2062,3031,3521,4521,2970,420,,2591,1346,70,1884,1061,15626,,2860,18652,1066,,346,9707,12525,,5639,11889,56,1160,2692,1142,20864,1714,,4,1,375,4,54,1927,16351,1145,24,2689,3,,1,641,169,,545,6234,327,12,82,353,28,11180,2983,17,1,,6,,,2957,9790,446,2,8651,561,171,,,2853,170,986,2398,1979,28,673,29,862,1506,3033,149,1904,651,281,1466,368,399,46,2692,105,316,836,1556,265,665,2872,472,10215,458,551,174,378,23,33,15,293,113,608,117,2617,1,,,992,1754,694,159,29,3,3,19,17118,285,1229,149,137,2,5,22159,10,228,172,9,,108352
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,CONTRA COSTA,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,Non-profit Corporation (incl. Church-related),200-299,District 7,District 16,CLAYTON/CONCORD SOUTH/WALNUT CREEK CENTRAL AND EAST,Urban,NA,070990,14723,,,,,,9072,5650,1,148,1011,2607,644,921,1458,1822,2584,3384,139,5,2592,695,55,2009,504,8868,,1844,12335,544,,140,7705,6878,,970,1998,2,8538,3215,,12979,1744,,2,446,430,1,1,525,9607,436,60,3212,,3,,361,55,,299,1944,283,,26,56,8,10215,1460,,12,,4,,,665,5248,3,,8678,115,14,,,3357,113,384,1516,1060,3,234,4,334,1903,765,102,160,141,208,703,172,233,11,3217,103,370,3945,1011,90,442,545,121,3098,127,259,269,316,4,4,4,150,29,747,84,3103,,,5,420,684,62,3,2,,,9,12828,150,494,41,28,2,,14662,1,27,30,,3,51818
106071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,2540 EAST STREET,CONCORD,94520,Non-profit Corporation (incl. Church-related),200-299,District 7,District 14,AVON/CLYDE/CONCORD CENTRAL/PITTSBURG SOUTHWEST,Urban,NA,071018,11430,,,,,,5651,5779,,31,344,631,861,1856,2735,2688,2284,,,,1029,1262,42,947,91,8059,,1718,9646,66,,115,2611,8704,,1938,8712,1,779,,,10747,683,,6,11,353,4,2,580,10041,424,9,,,,,284,222,,306,3310,141,5,50,41,18,5491,1555,1,1,,5,,,2263,6661,313,,1837,317,39,,,19,135,501,2825,1461,14,710,5,749,1276,839,159,962,237,41,988,279,206,24,,,1060,889,1090,55,487,1185,86,4922,350,346,373,383,8,6,,62,30,60,32,1,5,,,530,530,31,14,5,1,22,18,9051,96,987,60,84,1,,11028,8,317,76,1,,54426
106074017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,6001 NORRIS CANYON ROAD,SAN RAMON,94583,Investor - Corporation,100-149,District 7,District 16,ALAMO/DANVILLE/DIABLO/SAN RAMON,Urban,NA,074017,5323,,,,,,3087,2236,,43,201,614,337,551,719,975,1246,616,21,,718,172,10,670,49,3704,,261,5002,60,,458,1968,2897,,660,1564,,2512,587,,4801,515,7,15,117,42,,,493,4030,39,,586,1,,,95,31,,96,902,77,2,15,24,33,3390,652,6,,,,,,241,1688,51,4,3233,6,98,2,,618,33,140,667,612,5,198,3,268,494,314,50,457,134,17,484,108,106,6,588,21,163,968,438,25,131,511,58,1940,117,96,127,87,,4,,29,8,39,7,575,,,,219,155,11,,1,,,4,4348,42,527,12,4,,,5259,,,60,,4,18891
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,2740 GRANT STREET,CONCORD,94520,Non-profit Corporation (incl. Church-related),50-99,District 7,District 14,CONCORD WEST/MARTINEZ EAST/MARTINEZ WATERFRONT/PACHECO/PLEASANT HILL EAST,Urban,NA,074039,,,,2602,501,,1779,1324,,1478,464,311,250,270,195,54,3,,78,,229,277,16,622,238,1721,,582,2295,226,,2313,790,,,45,2589,,469,,,3103,,,,,15,,,2315,773,,,,,,,29,209,,,4,2,2,7,5,,2842,,,,,3,,,898,353,338,,1449,65,,,,,,,,,,,,,,,3103,,,,,,,,,,,2,,,,,,3101,,,,,,,,,,,,,,,,,31,8,6,251,1,,1,2404,59,312,29,,1,,2977,,106,20,,,18073
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,CONTRA COSTA,4501 SAND CREEK ROAD,ANTIOCH,94531,Non-profit Corporation (incl. Church-related),150-199,District 7,District 11,BRENTWOOD CENTRAL AND WEST/OAKLEY,Urban,NA,074097,9001,,,,,,5478,3523,,66,943,1171,511,829,1285,1322,1086,1787,,1,947,1304,44,1925,68,4713,,1837,7103,61,,122,4859,4020,,1143,1173,,4954,1731,,8272,729,,,29,102,,,457,6653,25,4,1730,1,,,320,52,,173,2002,147,,11,9,2,5678,603,,4,,,,,911,3315,7,,4655,104,6,,3,1782,57,155,894,777,4,160,1,214,1149,467,82,784,93,31,337,111,111,5,1736,51,123,2116,631,14,290,1010,37,2073,73,164,142,68,,,,49,16,474,14,1699,,,8,244,315,81,9,3,,2,3,7867,79,306,46,44,2,,8957,,29,11,1,3,25619
106084001,SUTTER COAST HOSPITAL,DEL NORTE,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,Non-profit Corporation (incl. Church-related),1-49,District 2,District 2,CRESCENT CITY/GASQUET/KLAMATH/SMITH RIVER,Rural,Small/Rural,084001,2466,,182,,,,1532,1116,,47,234,180,138,349,438,495,456,289,22,,49,10,99,102,15,2373,,175,2435,38,,4,855,1789,,396,1035,,923,274,20,2410,238,,2,4,19,15,121,78,2045,90,,274,,,,176,55,2,56,325,15,6,2,101,13,1687,208,,2,,,,,676,1294,237,34,315,73,18,1,,287,18,23,288,250,2,71,,91,492,314,29,57,70,27,244,57,44,,274,10,46,274,93,15,96,175,14,1499,28,41,8,2,,,,13,3,64,2,275,,,,63,223,23,8,4,1,1,2,2197,22,69,29,5,1,,1939,3,32,673,1,,10252
106090793,BARTON MEMORIAL HOSPITAL,EL DORADO,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,Non-profit Corporation (incl. Church-related),100-149,District 1,District 5,SOUTH LAKE TAHOE,Rural,Small/Rural,090793,2588,28,,,,,1401,1215,,54,225,334,208,360,500,345,200,345,45,,98,36,27,42,57,2355,1,372,2231,12,1,,1161,1455,,785,1332,2,57,314,126,2599,17,,,3,622,3,28,8,1619,3,16,311,3,,,94,31,3,17,334,16,4,12,11,,1965,123,5,,,1,,,764,823,94,2,821,77,35,,,339,17,56,155,252,2,62,1,117,123,346,63,391,28,15,230,49,41,,314,15,15,141,152,11,76,525,17,1198,14,63,26,13,,,,2,5,50,1,307,,,,102,163,75,8,2,,5,6,2039,45,146,24,1,,,2035,4,49,528,,,8087
106090933,MARSHALL MEDICAL CENTER,EL DORADO,1100 MARSHALL WAY,PLACERVILLE,95667,Non-profit Corporation (incl. Church-related),100-149,District 1,District 5,COOL/DIAMOND SPRINGS/LATROBE/PILOT HILL/PLACERVILLE,Rural,Small/Rural,090933,5539,339,,,,,3401,2477,,34,398,432,279,709,1023,1146,1328,528,1,,57,33,24,403,86,5275,,341,5448,87,2,6,1896,3976,,1332,2459,1,1510,515,61,5192,686,,,15,843,5,,337,3901,73,189,509,2,4,,282,,15,145,703,123,11,11,8,12,3674,875,,16,,3,,,1504,2771,82,11,1385,110,15,,,543,38,147,735,698,3,164,,261,627,471,100,478,95,70,650,119,145,6,506,22,108,1372,463,15,181,469,18,2078,102,138,265,94,,4,,27,5,17,9,512,,1,,182,413,62,9,6,1,1,8,4675,50,437,25,8,1,,5744,1,87,45,,1,24577
106094002,TELECARE EL DORADO COUNTY P.H.F.,EL DORADO,935-B SPRING STREET,PLACERVILLE,95667,Investor - Corporation,1-49,District 1,District 5,COOL/DIAMOND SPRINGS/LATROBE/PILOT HILL/PLACERVILLE,Rural,NA,094002,,,,414,,,188,226,,14,134,124,51,71,18,2,,,,,,5,6,26,4,373,,27,341,46,,,414,,,,,,414,,,414,,,,3,,,,408,2,,1,,,,,7,85,,,,,,,,10,311,1,,,,,,55,355,,,4,,,,,,,,,,,,,,,,,413,,,,,,1,,,,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,414,,,,,,,400,,3,11,,,4169
106100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,2755 HERNDON AVENUE,CLOVIS,93611,Non-profit Corporation (incl. Church-related),200-299,District 8,District 23,AUBERRY/CALWA/CENTERVILLE/CLOVIS EAST/DEL REY/FOWLER/FRIANT/SANGER/SHAVER LAKE,Rural,NA,100005,19753,,,,,,12800,6953,,254,2914,2973,1233,1595,2020,1995,1986,4783,,,1672,795,237,854,64,16131,,6814,12838,101,,18,11376,8359,,2125,8327,1,4525,4771,4,19100,653,,2,17,24,1,,17,14648,237,6,4769,2,,30,359,157,,376,1811,210,,19,331,57,15229,1190,2,11,,1,,,6249,5384,290,,7525,263,42,,,5076,115,594,1436,1638,12,690,8,818,1543,823,65,588,145,108,881,219,206,4,4771,13,365,900,1455,310,561,1028,97,9150,264,335,187,173,3,20,,54,56,34,29,4727,4,1,,569,503,27,3,1,1,1,13,17802,92,634,34,73,,,19660,3,42,41,6,1,75673
106100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,1191 PHELPS AVENUE,COALINGA,93210,District,100-149,District 12,District 31,COALINGA,Rural,Small/Rural,100697,62,88,,,,,82,68,,2,3,3,11,28,39,32,32,,,,1,5,,,2,142,,76,72,2,,,91,59,,88,,,62,,,113,37,,,,,,20,64,65,1,,,,,,26,1,,2,2,,,,,,56,63,,,,,,,103,30,1,1,13,2,,,,,2,2,23,9,1,8,,7,15,9,7,3,7,27,15,3,11,1,,,,6,,,,,,121,,1,,,,,,22,,,,,,,,,4,,,,,,,142,,3,1,,,,149,,1,,,,41811
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,2823 FRESNO STREET,FRESNO,93721,Non-profit Corporation (incl. Church-related),500+,District 14,District 31,FRESNO WEST CENTRAL,Urban,Teaching,100717,39307,326,745,3178,,,23220,20333,3,1338,5980,5786,4725,6326,6589,4208,2766,5286,552,,3218,3922,276,2039,69,34032,,21137,22311,108,,341,20706,22509,,6325,19770,144,9732,4788,2797,42710,846,,4,1322,307,237,1160,3113,31954,639,4,4769,19,,28,676,1325,,1146,4143,433,329,124,813,73,31211,3062,14,72,,135,,115,22974,11806,1912,,5583,882,284,,,5834,255,1379,5647,3141,54,2492,48,1336,2974,5098,3637,1322,935,393,2198,759,1004,63,4789,198,1570,4268,3482,376,1527,2331,978,19590,1012,1417,308,1145,20,67,38,202,224,89,151,4750,10,1,,1744,1760,1236,324,64,4,6,209,35492,400,1833,338,136,4,6,41855,6,1527,128,40,,281864
106100797,ADVENTIST HEALTH REEDLEY,FRESNO,372 WEST CYPRESS AVENUE,REEDLEY,93654,Non-profit Corporation (incl. Church-related),1-49,District 14,District 31,ORANGE COVE/PARLIER/REEDLEY/SQUAW VALLEY/TIVY VALLEY/WONDER VALLEY,Rural,Small/Rural,100797,3035,,,,,,2187,848,,108,728,469,117,78,82,81,122,1250,,,9,10,3,92,7,2914,,2592,418,25,,2,2574,459,,354,198,,1247,1236,,2959,76,,,,10,,,3,1756,30,,1236,,,,105,16,,6,19,7,1,2,2,,2786,87,2,2,,,,,2356,238,12,,390,38,1,,,1268,3,20,82,50,3,46,,63,64,31,7,6,15,3,80,30,16,,1234,14,,1258,2,31,1,2,2,489,,6,3,6,,,,1,,,1,1233,,,,4,39,1,,,,,2,2962,6,14,6,1,,,3027,,,,7,1,6636
106100899,ST. AGNES MEDICAL CENTER,FRESNO,1303 EAST HERNDON AVENUE,FRESNO,93720,Non-profit Corporation (incl. Church-related),300-499,District 8,District 23,FRESNO NORTH CENTRAL,Urban,NA,100899,28074,,,,,,16697,11377,,372,3047,2938,2087,3349,4112,4022,4461,3686,,,1963,1937,146,1816,242,21970,,10853,17164,57,,22,8138,19914,,3745,19924,,720,3685,,25145,2929,,5,55,2768,,,180,21023,356,2,3679,6,,,291,500,2,707,4279,413,1,33,613,131,18591,2105,402,6,,,,,10977,11830,120,2,4742,195,208,,,4077,168,749,3965,2869,21,1180,18,1392,3135,1621,206,1210,495,110,1979,537,642,13,3685,2,1251,2550,2097,320,1067,1706,171,12536,412,711,357,367,7,19,6,587,106,90,52,3657,3,2,,1082,1013,59,16,4,1,,18,24565,109,901,104,200,2,,27687,18,223,136,10,,115832
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,7173 N. SHARON AVENUE,FRESNO,93720,Investor - Limited Liability Company,50-99,District 8,District 23,FRESNO NORTHWEST,Urban,NA,104023,1531,,,,,,839,692,,4,14,23,39,145,340,454,512,,,,61,49,3,,21,1397,,159,1323,49,,1518,13,,,1528,,,3,,,1461,70,,,,6,,,1517,3,5,,,,,,147,,,1,492,2,,,,,685,204,,,,,,,132,1183,,26,173,,17,,,,1,15,354,14,1,5,1,9,2,336,1,148,340,259,34,1,8,2,,,,83,,,,,,1448,,,,,,,,,,,,,,,,,234,35,3,,,,,1251,,6,2,,,,1525,,,6,,,18975
106104047,FRESNO SURGICAL HOSPITAL,FRESNO,6125 NORTH FRESNO STREET,FRESNO,93710,Investor - Individual,1-49,District 8,District 23,FRESNO NORTH CENTRAL,Urban,NA,104047,1792,,,,,,975,817,,,6,48,118,349,652,525,94,,,,49,52,8,23,,1660,,327,1464,1,,,1792,,,1791,,,1,,,1660,132,,,,,,,1,1790,,1,,,,,,21,,,57,,,,,,1700,,14,,,,,,41,897,15,,675,3,161,,,,,6,,1,,,,49,,84,,1648,2,1,1,,,,,,,3,,12,,1718,14,,,4,25,,,,,,,16,,,,,,107,4,,,,,,,1673,6,2,,,,,1786,,,6,,,2236
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,7300 NORTH FRESNO STREET,FRESNO,93720,Non-profit Corporation (incl. Church-related),150-199,District 8,District 23,FRESNO NORTH CENTRAL,Urban,NA,104062,9468,,,,,,5693,3775,,63,888,1058,516,911,1343,1520,1666,1502,1,,840,554,70,3048,23,4933,,3168,6286,14,,63,4028,5377,,1055,664,,6295,1454,,8466,1002,,1,118,324,,,225,7164,175,6,1450,3,1,1,168,42,3,228,1412,260,,17,21,1,6524,766,10,14,1,,1,,188,4252,4,1,4924,82,17,,,1505,81,159,1225,847,3,468,1,287,1362,531,56,403,118,33,618,82,188,1,1456,44,212,2446,927,9,368,567,157,2406,90,145,318,125,4,7,1,51,16,144,10,1434,2,2,27,309,437,65,6,3,,4,3,8281,61,220,31,32,16,,9429,,16,21,,2,32040
106104089,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,FRESNO,4411 E. KINGS CANYON ROAD,FRESNO,93702,Investor - Corporation,1-49,District 14,District 31,FRESNO EAST CENTRAL,Urban,NA,104089,,,,370,,,127,243,,6,136,107,60,54,7,,,,,,34,66,4,150,6,110,,148,205,17,,34,336,,,,,,370,,,370,,,,321,,15,,34,,,,,,,,15,1,,,,,17,,,5,314,,,18,,,,55,315,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,295,,73,,2,,4835
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,FRESNO,4411 E. KINGS CANYON ROAD,FRESNO,93702,Investor - Corporation,1-49,District 14,District 31,FRESNO EAST CENTRAL,Urban,NA,105125,,,,736,,,466,270,,735,,,,,,,,1,,,12,81,3,414,8,218,,401,321,14,,,736,,,,736,,,,,736,,,,406,,,,,330,,,,,,,1,,,,,,,,,,735,,,,,,,1,613,,,,122,,,,,,,,,,,,,,,,736,,,,,,,,,,,734,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,736,,,,,,,734,,,,1,1,4675
106110889,GLENN MEDICAL CENTER,GLENN,1133 WEST SYCAMORE STREET,WILLOWS,95988,Non-profit Corporation (incl. Church-related),1-49,District 4,District 3,ARTOIS/ELK CREEK/GLENN/GRINDSTONE INDIAN RANCHERIA/WILLOWS,Frontier,Small/Rural,110889,175,213,,,,,203,185,,,7,21,24,67,119,58,92,,,,5,7,9,22,,345,,30,358,,,,217,171,,219,168,,1,,,324,64,,,,,,42,175,160,11,,,,,,46,14,,17,2,,1,,,1,228,78,,1,,,,,114,230,1,,43,,,,,,1,3,26,38,,27,,23,14,35,3,45,5,13,82,22,51,,,,2,4,,,2,4,,365,2,2,2,5,,,,,,,,,,,,,13,,,,,,,374,1,,,,,,377,,2,8,1,,4768
106121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,3800 JANES ROAD,ARCATA,95521,Investor - Corporation,50-99,District 2,District 2,ARCATA/EUREKA,Rural,NA,121002,2316,3,,,,,1468,850,1,45,351,351,119,176,279,203,181,587,27,,49,37,323,46,24,1838,2,214,2088,17,,,587,1732,,598,1054,,103,564,,2182,137,,,21,3,2,4,5,1704,,16,560,3,1,,79,58,2,23,59,9,4,3,15,14,1989,63,,,1,,,1,1091,576,42,,584,18,7,,,588,10,24,131,229,2,73,2,65,179,101,17,31,24,7,175,66,21,,564,10,,79,155,26,83,37,4,1297,26,43,1,21,,,,,1,,10,536,,,,1,49,16,7,,,,2,2168,3,67,5,1,,,2252,2,38,25,,2,8246
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,733 CEDAR STREET,GARBERVILLE,95542,District,1-49,District 2,District 2,GARBERVILLE/REDWAY,Frontier,Small/Rural,121031,52,28,,,,,40,40,,1,5,6,8,10,14,12,24,,,,,,1,2,2,75,,1,74,5,,13,9,58,,22,45,,13,,,54,26,,,,1,,5,16,50,8,,,,,,16,8,,5,,,,,,1,39,11,,,,,,,40,35,,,4,1,,,,,1,2,8,1,,5,,9,8,5,4,1,5,,14,12,5,,,,,2,,,,1,,69,,8,,,,,,,,,,,,,,,5,1,1,,,,,72,,1,,,,,69,,10,1,,,4847
106121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,3300 RENNER DRIVE,FORTUNA,95540,Investor - Limited Liability Company,1-49,District 2,District 2,FERNDALE/FORTUNA/RIO DELL/SCOTIA,Rural,Small/Rural,121051,1523,22,,,,,955,590,,35,185,154,94,121,227,195,241,272,21,,21,10,26,175,32,1281,,148,1329,68,,17,693,835,,82,847,,354,262,,1301,244,,3,5,9,,7,57,1197,5,,262,,,,103,32,,30,119,23,,3,9,4,1107,114,,1,,,,,610,601,21,,293,18,1,1,,291,10,28,100,165,2,43,,57,205,64,18,49,16,25,139,54,15,,262,2,37,329,112,6,27,46,7,660,10,37,2,8,1,,,1,1,5,7,249,,,,16,49,7,2,,,3,2,1288,6,154,11,7,,,1505,3,32,5,,,5563
106121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,2700 DOLBEER STREET,EUREKA,95501,Non-profit Corporation (incl. Church-related),100-149,District 2,District 2,ARCATA/EUREKA,Rural,NA,121080,7151,,205,,,,3754,3600,2,85,460,625,557,975,1575,1313,1201,529,36,,163,103,354,430,374,5932,,201,7029,126,,284,2356,4716,,1117,4826,20,793,487,113,6633,723,,1,43,15,23,128,665,5909,81,3,481,4,2,1,252,178,,225,858,173,16,20,204,69,4854,499,3,5,,,,,2124,3771,155,,1219,44,35,8,,544,58,230,1337,736,7,206,2,391,708,935,108,475,175,73,554,160,136,5,483,33,335,1528,465,86,247,803,76,2494,109,239,73,247,3,10,,93,16,14,25,485,,8,,400,463,110,21,8,,3,18,5072,73,1127,47,14,,,6962,3,314,71,1,5,36722
106124004,SEMPERVIRENS P.H.F.,HUMBOLDT,720 WOOD STREET,EUREKA,95501,City or County,1-49,District 2,District 2,ARCATA/EUREKA,Rural,NA,124004,,,,590,,,267,323,,22,166,163,92,84,58,2,3,,,,4,24,77,9,,476,,48,474,68,,1,589,,,,589,,1,,,590,,,,,,29,,26,534,,1,,,,,11,3,,,,,3,1,,58,506,4,,4,,,,14,304,176,9,,44,43,,,,,,,,,,,,,,,583,,1,,,,6,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,404,,179,6,,1,4575
106130699,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,1415 ROSS AVENUE,EL CENTRO,92243,City or County,150-199,District 40,District 56,EL CENTRO/HEBER/HOLTVILLE/IMPERIAL/SEELEY,Rural,NA,130699,6240,,,,,,3497,2743,,137,741,650,332,559,894,745,956,1130,96,,38,83,3,3915,28,2173,,5456,763,21,,,2406,3834,,1357,3823,,7,1053,,5977,263,,,,662,,,,4521,4,,1046,6,1,,288,121,12,162,1019,40,40,4,17,4,4102,358,72,,1,,,,2434,2369,77,,886,467,4,3,,1104,56,94,683,761,2,262,,383,616,177,34,190,77,8,517,139,53,5,1052,27,117,118,510,32,196,224,41,3573,26,106,67,156,1,,,12,11,13,2,1035,,,,74,115,6,1,1,1,2,15,5823,34,152,11,4,,1,5956,94,113,75,2,,23733
106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,207 WEST LEGION ROAD,BRAWLEY,92227,District,100-149,District 40,District 56,BRAWLEY/WESTMORLAND,Rural,Small/Rural,130760,6974,,,,,,4295,2679,,170,1202,829,319,553,682,610,663,1768,178,,28,101,5,24,4,6812,,5899,1054,21,,,3647,3327,,270,10,,5066,1628,,6877,97,,,2,,113,,2,5169,59,1,1624,2,2,,210,126,9,83,591,63,135,,71,2,5446,233,5,,,,,1,3628,1745,144,1,1017,418,19,1,,1799,39,57,576,555,3,171,,281,468,152,11,228,76,11,683,139,60,1,1627,37,60,525,330,18,140,196,76,3597,105,91,75,117,,,,7,4,11,21,1601,,,,54,119,15,3,,,1,14,6558,24,170,4,12,,,6670,231,13,49,10,1,22348
106141273,NORTHERN INYO HOSPITAL,INYO,150 PIONEER LANE,BISHOP,93514,District,1-49,District 8,District 26,BISHOP/BISHOP PAIUTE TRIBE/MUSTANG MESA/ROUND VALLEY/WEST BISHOP/WILKERSON,Rural,Small/Rural,141273,1129,84,,,,,770,443,,24,113,106,55,89,184,199,253,181,9,,6,2,164,25,2,1013,1,185,1023,4,1,8,553,649,3,345,109,,593,166,,1059,151,3,,,1,,47,22,974,3,,165,1,,,56,10,7,20,16,2,2,,,4,905,173,4,9,,5,,,290,589,29,,274,22,6,1,2,169,14,16,94,119,,48,,37,96,115,15,76,22,23,110,33,45,,167,14,2,7,54,2,15,113,,832,4,14,,7,,,,,,6,,157,,,,8,80,7,2,2,1,,7,1068,3,27,7,1,,,1134,,1,76,2,,3745
106141338,SOUTHERN INYO HOSPITAL,INYO,501 EAST LOCUST STREET,LONE PINE,93545,District,1-49,District 8,District 26,ALABAMA HILLS/CARTAGO/DARWIN/KEELER/LONE PINE/LONE PINE PAIUTE SHOSHONE TRIBE/OLANCHA/PEARSONVILLE,Frontier,Small/Rural,141338,30,52,,,,,31,51,,,,,1,2,21,14,43,,1,,,,3,3,,76,,2,80,,,1,50,31,,12,39,,31,,,12,70,,,4,1,,27,22,25,3,,,,,,14,2,1,10,,,,,,2,44,8,,1,,,,,26,48,,1,6,1,,,,,,2,11,1,,4,,2,4,11,1,3,2,7,21,2,11,,,,,61,,,,,,1,,,,3,,,,16,,,,,1,,,,5,,,,,,,75,,2,,,,,78,,1,3,,,4261
106150706,DELANO REGIONAL MEDICAL CENTER,KERN,1401 GARCES HIGHWAY,DELANO,93215,Non-profit Corporation (incl. Church-related),150-199,District 14,District 32,DELANO/MCFARLAND,Urban,NA,150706,2983,27,,,,,1779,1231,,124,454,365,217,288,315,296,274,626,51,,242,23,2,1844,12,887,,2356,640,12,2,,1411,1599,,538,4,,1887,581,,143,2865,2,,,,18,10,19,2337,45,,581,,,,103,27,1,67,93,22,34,1,18,1,2430,213,,,,,,,1934,808,40,,144,81,3,,,633,22,37,231,309,3,196,,137,266,114,20,33,37,13,278,47,30,,581,23,27,1439,220,36,116,50,27,372,51,35,7,33,,3,,2,,1,1,590,,,,29,57,15,7,1,1,,6,2523,26,335,10,,,,2979,,9,13,9,,31338
